"";"KID";"API_NUMBER";"LATITUDE";"LONGITUDE";"well_type"
"1";1001184206;"15-007-20013";37,4089925;-98,4754955;"swd"
"2";1001184375;"15-007-20184";37,2303621;-98,5202328;"swd"
"3";1001185299;"15-007-21114";37,0263998;-98,6198884;"swd"
"4";1001185566;"15-007-21385";37,3709963;-98,8374563;"swd"
"5";1001186837;"15-007-10159";37,3571517;-98,8771708;"swd"
"6";1001186853;"15-007-70532-0001";37,3636007;-98,8690911;"swd"
"7";1001186876;"15-007-10189";37,3500135;-98,8679166;"swd"
"8";1001187054;"15-007-01171";37,2489967;-98,4274849;"swd"
"10";1001187215;"15-007-01706";37,2560817;-98,661163;"swd"
"11";1001187359;"15-007-01189";37,2722731;-98,8883412;"swd"
"12";1001187517;"15-007-01368";37,2247336;-98,9317303;"swd"
"13";1001187528;"15-007-01767";37,2102294;-98,9257564;"swd"
"15";1001187689;"15-007-01265";37,1539189;-98,5445585;"swd"
"16";1001187690;"15-007-01267";37,1587738;-98,5418969;"swd"
"17";1001187720;"15-007-01627";37,1623254;-98,5094991;"swd"
"18";1001187779;"15-007-01815";37,135436;-98,5297554;NA
"20";1001187884;"15-007-01646";37,1628504;-98,6353114;"swd"
"21";1001187935;"15-007-10276";37,2095946;-98,6962872;"swd"
"23";1001188164;"15-007-10393";37,1108675;-98,5374939;"swd"
"24";1001188197;"15-007-01418";37,1106178;-98,6566482;"swd"
"25";1001188335;"15-007-01690";37,0444181;-98,721435;"swd"
"26";1001188358;"15-007-01693";37,036429;-98,6790399;"swd"
"27";1001188549;"15-007-19019";37,0135398;-98,9038877;"swd"
"28";1001189999;"15-009-21195";38,508134;-98,6055757;"swd"
"29";1001190126;"15-009-21323";38,6764984;-98,5558996;"swd"
"30";1001190483;"15-009-21681";38,3528331;-98,6261731;"swd"
"31";1001190969;"15-009-22170";38,596868;-98,7627876;"swd"
"32";1001191131;"15-009-22338";38,6694298;-98,8640948;"swd"
"33";1001191807;"15-009-23029";38,5279381;-98,7393879;"swd"
"34";1001192645;"15-009-23877";38,680872;-98,9643808;"swd"
"35";1001194009;"15-009-03221";38,6924162;-98,6070719;"swd"
"36";1001194052;"15-009-16479";38,4316002;-98,9509084;"swd"
"37";1001194271;"15-009-06907";38,3491529;-99,0272697;"swd"
"39";1001194323;"15-009-14260";38,3427538;-98,4946198;"swd"
"40";1001194332;"15-009-14255";38,3355779;-98,4830079;"swd"
"41";1001194384;"15-009-90544";38,3336469;-98,5082663;"swd"
"42";1001194412;"15-009-14326";38,3350263;-98,5198337;"swd"
"43";1001194417;"15-009-05009";38,3357355;-98,5244489;"swd"
"44";1001194550;"15-009-14411";38,3197518;-98,5174926;"swd"
"45";1001194569;"15-009-14444";38,3302532;-98,5024613;"swd"
"46";1001194603;"15-009-14447";38,3317881;-98,5151912;"swd"
"47";1001194621;"15-009-14515";38,3210644;-98,4965671;"swd"
"48";1001194734;"15-009-05758";38,3072568;-98,5218038;"swd"
"49";1001194748;"15-009-14569";38,3081039;-98,5462316;"swd"
"50";1001194756;"15-009-14585";38,3171284;-98,5556087;"swd"
"51";1001194767;"15-009-14589";38,3125733;-98,5647972;"swd"
"52";1001194781;"15-009-07108";38,3089473;-98,5647858;"swd"
"53";1001194788;"15-009-05831";38,3125825;-98,5751151;"swd"
"54";1001194800;"15-009-15684";38,6858759;-98,6488898;"swd"
"55";1001194849;"15-009-06913";38,2927241;-98,5636688;"swd"
"56";1001194852;"15-009-15685";38,6822443;-98,6465733;"swd"
"57";1001194962;"15-009-14675";38,2962492;-98,4932635;"swd"
"58";1001194968;"15-009-06915";38,3016028;-98,4896057;"swd"
"59";1001194975;"15-009-14714";38,2987884;-98,4804616;"swd"
"60";1001194986;"15-009-14695";38,3014745;-98,4905597;"swd"
"61";1001195001;"15-009-14732";38,2816673;-98,4933151;"swd"
"63";1001195136;"15-009-14788";38,2710231;-98,5685448;"swd"
"64";1001195219;"15-009-04870";38,3343257;-98,6793348;"swd"
"65";1001195321;"15-009-15692";38,6842486;-98,6857895;"swd"
"66";1001195338;"15-009-05749";38,3091276;-98,6256764;"swd"
"67";1001195341;"15-009-06508";38,6826657;-98,700012;"swd"
"68";1001195381;"15-009-05212";38,3182524;-98,6488038;"swd"
"69";1001195394;"15-009-04909";38,310359;-98,6608431;"swd"
"70";1001195469;"15-009-05798";38,2982533;-98,6488;"swd"
"71";1001195489;"15-009-15573";38,3037269;-98,6418637;"swd"
"72";1001195500;"15-009-15569";38,3019162;-98,6395473;"swd"
"73";1001195502;"15-009-06256";38,6754022;-98,6973357;"swd"
"74";1001195518;"15-009-15578";38,3018755;-98,6257452;"swd"
"75";1001195546;"15-009-15595";38,3033531;-98,6006976;"swd"
"76";1001195552;"15-009-05728";38,2873054;-98,5980572;"swd"
"77";1001195587;"15-009-15623";38,2820175;-98,6244289;"swd"
"78";1001195663;"15-009-05244";38,2836292;-98,6581948;"swd"
"79";1001195716;"15-009-07397";38,2817472;-98,6899195;"swd"
"80";1001195786;"15-009-15709";38,6696763;-98,6741821;"swd"
"81";1001195801;"15-009-07510";38,2618968;-98,6348797;"swd"
"82";1001195815;"15-009-07516";38,2618662;-98,6440771;"swd"
"83";1001195822;"15-009-07367";38,2727902;-98,6302922;"swd"
"84";1001195862;"15-009-14198";38,26399;-98,60473;"swd"
"85";1001196095;"15-009-05674";38,2672835;-98,7799118;"swd"
"86";1001196153;"15-009-15721";38,6677248;-98,6441173;"swd"
"87";1001196179;"15-009-14794";38,3145105;-98,814235;"swd"
"88";1001196228;"15-009-03025";38,6552671;-98,5523814;"swd"
"89";1001196287;"15-009-19502";38,2674969;-98,8696674;"swd"
"90";1001196300;"15-009-05702";38,2638633;-98,8535115;"swd"
"91";1001196350;"15-009-05691";38,2728375;-98,8143003;"swd"
"92";1001196351;"15-009-07176";38,2692192;-98,818918;"swd"
"93";1001196389;"15-009-19006";38,667559;-98,6105191;"swd"
"95";1001196548;"15-009-15751";38,6713301;-98,5959589;"swd"
"96";1001196550;"15-009-15745";38,6677881;-98,5919779;"swd"
"97";1001196598;"15-009-03308";38,6549695;-98,6243584;"swd"
"98";1001196624;"15-009-07504";38,6550088;-98,6417045;"swd"
"99";1001196627;"15-009-07277";38,6640988;-98,644085;"swd"
"100";1001196700;"15-009-03326";38,6424019;-98,6624044;"swd"
"101";1001196706;"15-009-06551";38,6405204;-98,6531452;"swd"
"102";1001196821;"15-009-03380";38,625987;-98,595739;"swd"
"103";1001196843;"15-009-15810";38,6241307;-98,6392969;"swd"
"104";1001196847;"15-009-06658";38,6259625;-98,6277424;"swd"
"105";1001196875;"15-009-06727";38,6368326;-98,6577401;"swd"
"106";1001196880;"15-009-06566";38,6241382;-98,6553619;"swd"
"107";1001196895;"15-009-07468";38,6295912;-98,6647079;"swd"
"108";1001196898;"15-009-15813";38,6259653;-98,6647117;"swd"
"109";1001196918;"15-009-15815";38,622331;-98,6647959;"swd"
"110";1001196936;"15-009-07129";38,6205263;-98,6395538;"swd"
"111";1001196937;"15-009-07128";38,6223387;-98,6393808;"swd"
"112";1001196940;"15-009-07416";38,6168711;-98,630661;"swd"
"113";1001196956;"15-009-06576";38,6205111;-98,6349344;"swd"
"114";1001197035;"15-009-16106";38,6949738;-98,7815633;"swd"
"115";1001197043;"15-009-05032";38,6859225;-98,7897917;"swd"
"116";1001197045;"15-009-06777";38,6877391;-98,7920776;"swd"
"117";1001197176;"15-009-03482";38,6677401;-98,7642681;"swd"
"118";1001197178;"15-009-16136";38,6732127;-98,7711764;"swd"
"119";1001197400;"15-009-03567";38,630117;-98,7129212;"swd"
"120";1001197438;"15-009-03579";38,6317916;-98,7416075;"swd"
"121";1001197478;"15-009-06782";38,6296561;-98,7623504;"swd"
"122";1001197503;"15-009-07189";38,6714775;-98,5685002;"swd"
"123";1001197564;"15-009-06783";38,6187184;-98,7740883;"swd"
"124";1001197566;"15-009-15978";38,6205088;-98,7602256;"swd"
"125";1001197595;"15-009-15992";38,6169575;-98,7534342;"swd"
"126";1001197600;"15-009-03024";38,6807294;-98,5383467;"swd"
"127";1001197652;"15-009-71747";38,6224764;-98,7072713;"swd"
"128";1001197706;"15-009-06785";38,691898;-98,8235566;"swd"
"129";1001197735;"15-009-05364";38,6857528;-98,8825454;"swd"
"130";1001197744;"15-009-05139";38,6940368;-98,8963809;"swd"
"131";1001197769;"15-009-03684";38,6785207;-98,8779077;"swd"
"132";1001197810;"15-009-71875";38,6732244;-98,8131923;"swd"
"133";1001197826;"15-009-16356";38,6804759;-98,8132383;"swd"
"134";1001197836;"15-009-16353";38,6804759;-98,8132383;"swd"
"135";1001197851;"15-009-16306";38,6622751;-98,8177322;"swd"
"136";1001197872;"15-009-05177";38,6576276;-98,8616534;"swd"
"137";1001197910;"15-009-05335";38,6496028;-98,8176058;"swd"
"138";1001198058;"15-009-03746";38,5962535;-98,5003915;"swd"
"139";1001198063;"15-009-15226";38,5998392;-98,5084536;"swd"
"140";1001198102;"15-009-15240";38,5966544;-98,5333212;"swd"
"141";1001198108;"15-009-03032";38,6660293;-98,5708125;"swd"
"142";1001198146;"15-009-15248";38,6079879;-98,5522255;"swd"
"143";1001198246;"15-009-03796";38,5888836;-98,5511243;"swd"
"144";1001198310;"15-009-15305";38,5827007;-98,4993339;"swd"
"145";1001198336;"15-009-03829";38,5808468;-98,4901615;"swd"
"146";1001198354;"15-009-03848";38,5781672;-98,4878527;"swd"
"147";1001198363;"15-009-06793";38,5677591;-98,4906734;"swd"
"148";1001198368;"15-009-05474";38,5681627;-98,4820172;"swd"
"149";1001198437;"15-009-15347";38,5699375;-98,5229769;"swd"
"150";1001198439;"15-009-05517";38,5698924;-98,5248174;"swd"
"151";1001198442;"15-009-15352";38,5762396;-98,5430433;"swd"
"152";1001198471;"15-009-06961";38,5771421;-98,5476604;"swd"
"153";1001198496;"15-009-06634";38,5626266;-98,5397823;"swd"
"154";1001198497;"15-009-06795";38,5644482;-98,5407677;"swd"
"155";1001198566;"15-009-15182";38,6606247;-98,5893589;"swd"
"156";1001198569;"15-009-15364";38,5608721;-98,4820234;"swd"
"157";1001198590;"15-009-06673";38,5608721;-98,4820234;"swd"
"158";1001198611;"15-009-15368";38,5390676;-98,4832786;"swd"
"159";1001198615;"15-009-15379";38,5427163;-98,4878795;"swd"
"160";1001198617;"15-009-15381";38,540869;-98,480963;"swd"
"161";1001198676;"15-009-06765";38,6534005;-98,5732453;"swd"
"162";1001198692;"15-009-06490";38,6660125;-98,5861945;"swd"
"163";1001198713;"15-009-15825";38,5318045;-98,4879664;"swd"
"164";1001198730;"15-009-70198";38,5336096;-98,4833265;"swd"
"165";1001198735;"15-009-15824";38,5299993;-98,4926063;"swd"
"166";1001198744;"15-009-15817";38,5281864;-98,492631;"swd"
"167";1001198745;"15-009-03989";38,5263735;-98,4926557;"swd"
"168";1001198767;"15-009-06804";38,6027137;-98,6425795;"swd"
"169";1001198786;"15-009-15195";38,6515518;-98,5871188;"swd"
"170";1001198819;"15-009-15396";38,5844967;-98,6374936;"swd"
"171";1001198995;"15-009-90713";38,6005579;-98,7301505;"swd"
"172";1001199095;"15-009-04056";38,5841816;-98,7786498;"swd"
"173";1001199108;"15-009-05181";38,591455;-98,7625747;"swd"
"174";1001199119;"15-009-06767";38,6406744;-98,5604648;"swd"
"175";1001199143;"15-009-16229";38,5932766;-98,748637;"swd"
"176";1001199154;"15-009-15002";38,6443002;-98,5685583;"swd"
"177";1001199245;"15-009-04087";38,5588136;-98,7645982;"swd"
"178";1001199263;"15-009-05428";38,5533947;-98,7598268;"swd"
"179";1001199326;"15-009-06822";38,546143;-98,7505776;"swd"
"180";1001199347;"15-009-05035";38,6443255;-98,5431302;"swd"
"181";1001199378;"15-009-05034";38,647028;-98,550067;"swd"
"182";1001199383;"15-009-16181";38,5243245;-98,7644313;"swd"
"183";1001199505;"15-009-06824";38,5850298;-98,8471763;"swd"
"184";1001199544;"15-009-04120";38,5693923;-98,8679851;"swd"
"185";1001199608;"15-009-05120";38,5511122;-98,8748433;"swd"
"186";1001199663;"15-009-05102";38,5483101;-98,8794589;"swd"
"187";1001199729;"15-009-04171";38,6025396;-98,9352364;"swd"
"188";1001199820;"15-009-06729";38,5154443;-98,4857939;"swd"
"189";1001199836;"15-009-19030";38,5191081;-98,4915617;"swd"
"190";1001199882;"15-009-05601";38,63487;-98,53471;"swd"
"191";1001199890;"15-009-06035";38,5065796;-98,5273876;"swd"
"192";1001199975;"15-009-04214";38,4793756;-98,5299368;"swd"
"193";1001200068;"15-009-06129";38,4737678;-98,482331;"swd"
"194";1001200090;"15-009-03108";38,6334533;-98,5384536;"swd"
"195";1001200185;"15-009-03100";38,6243756;-98,5383426;"swd"
"196";1001200207;"15-009-06439";38,4411895;-98,5413007;"swd"
"197";1001200246;"15-009-06185";38,4448044;-98,5045318;"swd"
"198";1001200357;"15-009-06763";38,5097098;-98,8104944;"swd"
"199";1001200373;"15-009-07348";38,4952187;-98,7965185;"swd"
"200";1001200381;"15-009-07295";38,5007085;-98,7992077;"swd"
"201";1001200393;"15-009-73565-0001";38,4970916;-98,7826602;"swd"
"202";1001200661;"15-009-03145";38,6261174;-98,5822273;"swd"
"203";1001200681;"15-009-06851";38,5004435;-98,8586622;"swd"
"204";1001200699;"15-009-07327";38,5003444;-98,8321341;"swd"
"205";1001200711;"15-009-06268";38,5014584;-98,815927;"swd"
"206";1001200799;"15-009-03129";38,6288368;-98,5753461;"swd"
"207";1001200850;"15-009-07436";38,4430852;-99,0154287;"swd"
"208";1001200870;"15-009-03158";38,620679;-98,5856481;"swd"
"209";1001200976;"15-009-05950";38,4320461;-98,5506423;"swd"
"210";1001201071;"15-009-74079";38,4163917;-98,5030659;"swd"
"211";1001201099;"15-009-04492";38,4173554;-98,4837259;"swd"
"212";1001201373;"15-009-14940";38,3681348;-98,5547627;"swd"
"213";1001201463;"15-009-14995";38,3500659;-98,4924577;"swd"
"214";1001201479;"15-009-14983";38,3537247;-98,4821552;"swd"
"215";1001201557;"15-009-07010";38,4255436;-98,6501398;"swd"
"216";1001201595;"15-009-15115";38,6107392;-98,5360484;"swd"
"217";1001201629;"15-009-03187";38,6125002;-98,5487391;"swd"
"218";1001201783;"15-009-06087";38,3592462;-98,6601872;"swd"
"219";1001201803;"15-009-05537";38,6207846;-98,5176906;"swd"
"220";1001201825;"15-009-07102";38,3829131;-98,6238063;"swd"
"221";1001201878;"15-009-02189";38,3738741;-98,6004279;"swd"
"222";1001201930;"15-009-03200";38,6189267;-98,5292385;"swd"
"223";1001201942;"15-009-06890";38,3664686;-98,6812051;"swd"
"224";1001202075;"15-009-04791";38,3551036;-98,6037936;"swd"
"225";1001202080;"15-009-15544";38,3506756;-98,5922831;"swd"
"226";1001202167;"15-009-06900";38,3790662;-98,7844501;NA
"227";1001203396;"15-025-20690";37,3332451;-99,6355791;"swd"
"228";1001203416;"15-025-20710";37,3297004;-99,6357154;"swd"
"229";1001203442;"15-025-20736";37,330988;-99,6377991;"swd"
"230";1001203458;"15-025-20752";37,3351392;-99,6359501;"swd"
"231";1001203482;"15-025-20776";37,3259244;-99,6357916;"swd"
"232";1001205605;"15-039-20300";39,9670626;-100,1894013;"swd"
"233";1001205853;"15-039-20549";39,8526533;-100,4579228;"swd"
"234";1001205955;"15-039-20653";39,8753632;-100,3478496;"swd"
"235";1001206591;"15-039-00581";39,5848585;-100,3303368;"swd"
"236";1001208219;"15-047-00373";37,8524902;-99,0381208;"swd"
"237";1001208262;"15-047-00380";37,8450214;-99,0751106;"swd"
"238";1001208310;"15-047-00389";37,8389333;-99,0325561;"swd"
"239";1001209134;"15-051-20651";38,8571158;-99,1098211;"swd"
"240";1001209192;"15-051-20710";38,9684428;-99,1259296;"swd"
"241";1001209553;"15-051-21075";38,9487668;-99,0912557;"swd"
"242";1001209893;"15-051-21418";38,9004975;-99,5127481;"swd"
"243";1001210033;"15-051-21559";38,7955693;-99,3549884;"swd"
"244";1001210059;"15-051-21586";38,8483846;-99,0548682;"swd"
"245";1001210084;"15-051-21611";39,0573684;-99,0578569;"swd"
"246";1001210093;"15-051-21621";38,8180587;-99,1629942;"swd"
"247";1001210227;"15-051-21757";38,9401732;-99,5077846;"swd"
"248";1001210239;"15-051-21769";38,9209475;-99,3895822;"swd"
"249";1001210311;"15-051-21841";38,86285;-99,23733;"swd"
"250";1001210565;"15-051-22098";39,1137386;-99,255548;"swd"
"251";1001210657;"15-051-22191";39,1095785;-99,1079463;"swd"
"252";1001210762;"15-051-22297";38,7856729;-99,3913368;"swd"
"253";1001211070;"15-051-22610";39,0157874;-99,0649766;"swd"
"254";1001211662;"15-051-23211";38,972594;-99,4965283;"swd"
"255";1001212415;"15-051-23971";38,837472;-99,5513084;"swd"
"256";1001213921;"15-051-00020-0001";38,8429585;-99,3539604;"swd"
"258";1001215479;"15-051-02049";39,0972879;-99,1243124;"swd"
"259";1001215502;"15-051-02076";39,0662976;-99,1078967;"swd"
"260";1001215515;"15-051-02095";39,1185814;-99,2413957;"swd"
"261";1001215545;"15-051-02135";39,1158387;-99,2358872;"swd"
"262";1001215561;"15-051-02153";39,0958058;-99,1496827;"swd"
"263";1001215582;"15-051-02177";39,0895352;-99,2004542;"swd"
"264";1001215626;"15-051-02232";39,0801409;-99,2584049;"swd"
"265";1001215639;"15-051-02250";39,1131284;-99,4288023;"swd"
"266";1001215648;"15-051-02260";39,0896748;-99,3890184;"swd"
"267";1001215657;"15-051-02271";39,0911273;-99,4079818;"swd"
"268";1001215669;"15-051-02289";39,0783539;-99,4222534;"swd"
"269";1001215680;"15-051-02301";39,0820063;-99,396178;"swd"
"270";1001215700;"15-051-02321";39,0729895;-99,4034052;"swd"
"271";1001215733;"15-051-02356";39,0598902;-99,5712386;"swd"
"272";1001215761;"15-051-02400";39,0442593;-99,2446585;"swd"
"273";1001215786;"15-051-02432";38,9735999;-99,2363769;"swd"
"274";1001215789;"15-051-02439";38,9863758;-99,226873;"swd"
"275";1001215790;"15-051-02440";38,9718115;-99,2247903;"swd"
"276";1001215793;"15-051-02443";39,0345206;-99,2731376;"swd"
"277";1001215808;"15-051-02492";39,0096216;-99,2844716;"swd"
"278";1001215831;"15-051-02523";38,9951538;-99,2846386;"swd"
"279";1001215879;"15-051-02584";38,9484453;-99,0912353;"swd"
"280";1001216015;"15-051-02766";38,8957519;-99,1981657;"swd"
"281";1001216035;"15-051-02791";38,8990663;-99,2558179;"swd"
"282";1001216085;"15-051-02846";38,8716617;-99,4809637;"swd"
"283";1001216089;"15-051-02866";38,9555683;-99,5885062;"swd"
"284";1001216101;"15-051-02879";38,8861487;-99,4968023;"swd"
"285";1001216102;"15-051-02880";38,8861278;-99,4945182;"swd"
"286";1001216118;"15-051-02898";38,8894965;-99,582447;"swd"
"287";1001216120;"15-051-02901";38,8842822;-99,5314922;"swd"
"288";1001216150;"15-051-02941";38,8228667;-99,0940967;"swd"
"289";1001216212;"15-051-03030";38,8625909;-99,4589062;"swd"
"290";1001216353;"15-051-03221";38,7431887;-99,28803;"swd"
"291";1001216368;"15-051-03240";38,7449396;-99,3203758;"swd"
"292";1001216422;"15-051-03335";39,0769459;-99,2142237;"swd"
"293";1001216424;"15-051-03337";39,0768867;-99,2165491;"swd"
"294";1001216511;"15-051-03455";39,0663547;-99,1841909;"swd"
"295";1001216512;"15-051-03456";39,0699454;-99,1818339;"swd"
"296";1001216529;"15-051-03475";39,0864549;-99,1563114;"swd"
"297";1001216531;"15-051-03477";39,0867314;-99,1632064;"swd"
"298";1001216548;"15-051-03503";39,0841078;-99,2177346;"swd"
"299";1001216552;"15-051-03508";39,0962701;-99,3088619;"swd"
"300";1001216570;"15-051-03527";39,0684728;-99,394272;"swd"
"301";1001216579;"15-051-03537";39,0530988;-99,4274699;"swd"
"302";1001216581;"15-051-03540";39,0837983;-99,253716;"swd"
"303";1001216594;"15-051-03555";39,1251489;-99,5912657;"swd"
"304";1001216604;"15-051-03567";39,1033962;-99,2682816;"swd"
"305";1001216606;"15-051-03569";39,1109208;-99,5215853;"swd"
"306";1001216644;"15-051-03613";39,0540477;-99,2573477;"swd"
"307";1001216670;"15-051-03642";39,0863854;-99,1646633;"swd"
"308";1001216671;"15-051-03643";39,0871907;-99,1794846;"swd"
"309";1001216677;"15-051-03650";39,0644007;-99,2102388;"swd"
"310";1001216678;"15-051-03651";39,0731935;-99,2363101;"swd"
"311";1001216679;"15-051-03652";39,0632511;-99,2247906;"swd"
"312";1001216687;"15-051-03662";39,0874223;-99,1477;NA
"313";1001216690;"15-051-03665";39,0873235;-99,1360727;"swd"
"314";1001216700;"15-051-03677";39,0937057;-99,1783172;"swd"
"315";1001216712;"15-051-03691";39,1286981;-99,1769978;"swd"
"316";1001216721;"15-051-03704";39,0657778;-99,27201;"swd"
"317";1001216722;"15-051-03705";39,0630586;-99,2720794;"swd"
"318";1001216723;"15-051-03706";39,0621522;-99,2639648;"swd"
"319";1001216737;"15-051-03722";39,0875545;-99,3228388;"swd"
"320";1001216738;"15-051-03723";39,0838007;-99,3252149;NA
"321";1001216740;"15-051-03725";39,0747861;-99,3134269;"swd"
"322";1001216747;"15-051-03736";39,0574558;-99,0819821;"swd"
"323";1001216777;"15-051-03780";39,1059269;-99,2108481;"swd"
"324";1001216780;"15-051-03785";39,0984314;-99,4593325;"swd"
"325";1001216807;"15-051-03817";38,7703526;-99,361549;"swd"
"326";1001216837;"15-051-03861";39,0947063;-99,22911;"swd"
"327";1001216838;"15-051-03862";39,0895238;-99,2245014;"swd"
"328";1001216839;"15-051-03863";39,0913366;-99,2244862;"swd"
"329";1001216860;"15-051-03894";38,8137984;-99,0897006;"swd"
"330";1001216863;"15-051-03897";38,8028443;-99,0736333;"swd"
"331";1001216930;"15-051-03973";38,774069;-99,2978413;"swd"
"332";1001216938;"15-051-03983";38,7559643;-99,336406;"swd"
"333";1001216954;"15-051-04002";38,9683139;-99,5773178;"swd"
"334";1001216973;"15-051-04024";38,9246711;-99,2114391;"swd"
"335";1001216978;"15-051-04029";38,9103001;-99,1924249;"swd"
"336";1001217082;"15-051-04152";38,9465127;-99,1903359;"swd"
"337";1001217083;"15-051-04153";38,9500811;-99,2133759;"swd"
"338";1001217090;"15-051-04161";38,9065435;-99,2116893;"swd"
"339";1001217153;"15-051-04240";38,8716579;-99,476326;"swd"
"340";1001217166;"15-051-04254";38,9987873;-99,2822583;"swd"
"341";1001217169;"15-051-04258";38,8824692;-99,5315289;"swd"
"342";1001217195;"15-051-04292";38,8957321;-99,2001762;"swd"
"343";1001217211;"15-051-04310";38,9092651;-99,535702;"swd"
"344";1001217215;"15-051-04318";38,8641618;-99,5387742;"swd"
"345";1001217259;"15-051-04370";38,9407622;-99,4362338;"swd"
"346";1001217314;"15-051-04433";38,9158561;-99,1846723;"swd"
"347";1001217327;"15-051-04447";38,7504406;-99,2878705;"swd"
"348";1001217350;"15-051-04481";38,8677996;-99,5236747;"swd"
"349";1001217390;"15-051-04528";38,8431417;-99,1869127;"swd"
"350";1001217398;"15-051-74464";38,7304155;-99,3218352;"swd"
"351";1001217411;"15-051-04554";39,0153046;-99,2334201;"swd"
"352";1001217426;"15-051-04572";38,9555171;-99,5796407;"swd"
"353";1001217433;"15-051-04585";39,0250676;-99,2726969;"swd"
"354";1001217454;"15-051-04610";38,942367;-99,2570674;"swd"
"355";1001217462;"15-051-04618";39,015349;-99,0463182;"swd"
"356";1001217475;"15-051-04637";38,9969245;-99,2984701;"swd"
"357";1001217506;"15-051-04678";38,8520768;-99,5061395;"swd"
"358";1001217508;"15-051-04680";38,7431666;-99,2695499;"swd"
"359";1001217537;"15-051-04717";38,7355718;-99,5543036;"swd"
"360";1001217541;"15-051-04721";39,1260397;-99,2898632;"swd"
"361";1001217542;"15-051-04723";39,1126968;-99,2728081;"swd"
"362";1001217549;"15-051-04733";39,1222862;-99,2969019;"swd"
"363";1001217552;"15-051-04736";39,122622;-99,3060284;"swd"
"364";1001217564;"15-051-04750";39,1166651;-99,2874728;"swd"
"365";1001217591;"15-051-04786";38,7522367;-99,3503107;"swd"
"366";1001217593;"15-051-04788";39,1058873;-99,2301755;"swd"
"367";1001217594;"15-051-04789";39,0931957;-99,2430677;"swd"
"368";1001217661;"15-051-04874";39,0877334;-99,3066558;"swd"
"369";1001217669;"15-051-04882";39,0877218;-99,302005;"swd"
"370";1001217710;"15-051-04927";39,1240323;-99,2897277;"swd"
"372";1001217775;"15-051-04999";38,8643541;-99,4716662;"swd"
"373";1001217794;"15-051-05022";39,1274386;-99,0666293;"swd"
"374";1001217807;"15-051-05038";39,0681365;-99,1361135;"swd"
"375";1001217862;"15-051-05097";39,0278362;-99,2796352;"swd"
"376";1001217868;"15-051-05103";39,0811784;-99,1430954;"swd"
"377";1001217887;"15-051-05128";38,8716599;-99,4787151;"swd"
"378";1001217914;"15-051-05159";38,8603283;-99,1984149;"swd"
"379";1001217930;"15-051-05177";39,1166937;-99,2944519;"swd"
"380";1001217947;"15-051-05196";38,7394964;-99,290416;"swd"
"381";1001217966;"15-051-05216";39,0694034;-99,2672675;"swd"
"382";1001217989;"15-051-05239";39,124109;-99,3064432;"swd"
"383";1001218038;"15-051-05293";38,806455;-99,4144212;"swd"
"384";1001218197;"15-051-05493";38,8923217;-99,139031;"swd"
"385";1001218216;"15-051-05512";39,0694029;-99,357515;"swd"
"386";1001218221;"15-051-05517";39,073005;-99,3941045;"swd"
"387";1001218263;"15-051-05566";39,0586033;-99,2436053;"swd"
"388";1001218315;"15-051-05637";39,1125472;-99,2697927;"swd"
"389";1001218320;"15-051-05645";39,1130459;-99,2654502;"swd"
"390";1001218333;"15-051-05661";39,1185824;-99,2393488;"swd"
"391";1001218340;"15-051-05669";39,1049449;-99,2415846;"swd"
"392";1001218376;"15-051-05745";39,1029677;-99,1452668;"swd"
"393";1001218409;"15-051-05791";39,0878809;-99,2119326;"swd"
"394";1001218414;"15-051-05797";39,0837431;-99,2203021;"swd"
"395";1001218422;"15-051-05807";39,0790195;-99,2003404;"swd"
"396";1001218439;"15-051-05825";39,0808134;-99,1886939;"swd"
"397";1001218459;"15-051-05847";39,0844616;-99,2026091;"swd"
"398";1001218465;"15-051-05854";39,0753766;-99,1841722;"swd"
"399";1001218488;"15-051-05880";39,0783526;-99,2625205;NA
"400";1001218520;"15-051-05915";39,0735451;-99,1934185;"swd"
"401";1001218522;"15-051-05917";39,073568;-99,1910932;"swd"
"402";1001218534;"15-051-05931";39,069942;-99,1911279;"swd"
"403";1001218544;"15-051-05943";39,0660969;-99,2120108;"swd"
"404";1001218561;"15-051-05962-0001";39,0715973;-99,2095001;"swd"
"405";1001218563;"15-051-05964";39,0715094;-99,2142572;"swd"
"406";1001218581;"15-051-05984";39,0641377;-99,2329188;"swd"
"407";1001218635;"15-051-06094";39,1029439;-99,1429409;"swd"
"408";1001218669;"15-051-06385";38,9960215;-99,2962382;"swd"
"409";1001218670;"15-051-06386";38,9951416;-99,2938146;"swd"
"410";1001218671;"15-051-06387";38,9933142;-99,2926443;"swd"
"411";1001218676;"15-051-06393";39,036704;-99,4044714;"swd"
"412";1001218680;"15-051-06398";38,962814;-99,5829366;"swd"
"413";1001218687;"15-051-06418";39,1166283;-99,2758707;"swd"
"414";1001218690;"15-051-06438";39,1050202;-99,2687636;"swd"
"415";1001218703;"15-051-06470";39,1021401;-99,2702663;"swd"
"416";1001218709;"15-051-06531";39,0226136;-99,0602811;"swd"
"417";1001218762;"15-051-06597";39,0378571;-99,2244917;"swd"
"418";1001218774;"15-051-06609";39,0342512;-99,2470673;"swd"
"419";1001218815;"15-051-06659";39,0242126;-99,2820009;"swd"
"420";1001218821;"15-051-06666";39,0287466;-99,2842719;"swd"
"421";1001218827;"15-051-06672";39,0241423;-99,2703889;"swd"
