"";"KID";"API_NUMBER";"LATITUDE";"LONGITUDE";"well_type"
"16415";1044875279;"15-035-23854-0001";37,3839949;-97,0750105;"swd"
"16416";1044875298;"15-159-21610";38,3885072;-98,3321088;"swd"
"16417";1044875303;"15-197-20293-0001";38,7569447;-96,1213535;"swd"
"16419";1044877500;"15-007-00965-0001";37,0423066;-98,9146877;"swd"
"16421";1044878288;"15-119-10064-0001";37,1281301;-100,5595125;"swd"
"16423";1044879423;"15-033-21768";37,1945921;-99,2353994;"swd"
"16424";1044879437;"15-175-10109-0001";37,1427198;-100,6466205;"swd"
"16425";1044880117;"15-035-24598";37,1706996;-96,8086787;"swd"
"16427";1044880137;"15-129-19013";37,0954711;-102,0098228;"swd"
"16428";1044880140;"15-163-24240";39,1913629;-99,2999704;"swd"
"16429";1044880151;"15-207-28989";37,9470083;-95,9375863;"swd"
"16432";1044883499;"15-141-00036-0001";39,3425878;-98,8497566;"swd"
"16433";1044883507;"15-175-00177-0002";37,1972751;-100,9608703;"swd"
"16434";1044884118;"15-049-22600";37,354592;-96,4161769;"swd"
"16435";1044884134;"15-175-20398-0001";37,1500147;-101,0511435;"swd"
"16436";1044884136;"15-207-29011";37,9998047;-95,7903046;"swd"
"16437";1044884707;"15-083-21764-0001";38,0334009;-99,7820252;"swd"
"16439";1044885276;"15-159-00407-0001";38,3121817;-98,3862873;"swd"
"16440";1044885277;"15-159-01444";38,3283273;-98,4783012;"swd"
"16441";1044886454;"15-159-04687-0001";38,3046843;-98,4414599;"swd"
"16442";1044887824;"15-195-22960";39,0894935;-99,6958563;"swd"
"16445";1044888245;"15-167-23993";38,7070573;-98,8236774;"swd"
"16447";1044889443;"15-047-20030-0001";37,7913296;-99,3711729;"swd"
"16448";1044889452;"15-077-22086";37,1753949;-97,9763982;"swd"
"16449";1044889454;"15-107-19987";38,3733684;-94,9517382;"swd"
"16450";1044889463;"15-129-30002-0001";37,1743591;-101,8023976;"swd"
"16453";1044890750;"15-003-26335";38,298536;-95,1787186;"swd"
"16454";1044890774;"15-171-21091";38,6153114;-101,0404673;"swd"
"16458";1044894061;"15-191-20589-0001";37,1962145;-97,4695494;"swd"
"16466";1044895646;"15-185-20409-0002";38,2108566;-98,7419617;"swd"
"16468";1044896752;"15-001-31231";37,9801425;-95,4039232;"swd"
"16469";1044898748;"15-007-10004-0002";37,1828332;-98,6440568;"swd"
"16471";1044899648;"15-049-00072";37,4324307;-96,2907508;"swd"
"16472";1044899659;"15-151-22437";37,7562825;-98,9617912;"swd"
"16473";1044899662;"15-163-24254";39,2598898;-99,3469285;"swd"
"16475";1044899670;"15-191-20410-0001";37,2147552;-97,6534177;"swd"
"16476";1044900241;"15-065-20880-0002";39,2159609;-99,7216132;"swd"
"16477";1044900253;"15-163-24258";39,1676403;-99,4369018;"swd"
"16478";1044900556;"15-073-24224";38,1546518;-96,3368626;"swd"
"16480";1044900591;"15-159-21007-0001";38,2517884;-97,9288791;"swd"
"16481";1044900607;"15-205-26119-0001";37,5596714;-95,8613833;"swd"
"16482";1044901210;"15-039-21210";39,6373761;-100,7201369;"swd"
"16483";1044901255;"15-203-20291";38,4230282;-101,1747208;"swd"
"16484";1044902347;"15-051-26740";38,9032185;-99,4949664;"swd"
"16486";1044902365;"15-151-00493-0001";37,7590005;-98,6137138;"swd"
"16487";1044902366;"15-151-01583-0001";37,765208;-98,6532646;"swd"
"16489";1044903040;"15-153-21060";39,9615981;-100,9393432;"swd"
"16491";1044903070;"15-191-11006";37,1080165;-97,1542869;"swd"
"16492";1044903429;"15-007-24227";37,2851747;-98,6188457;"swd"
"16493";1044903469;"15-175-21617-0001";37,1574752;-100,9291855;"swd"
"16494";1044903471;"15-191-01194-0001";37,3301678;-97,3969241;"swd"
"16496";1044904123;"15-007-21350-0001";37,1296676;-98,352149;"swd"
"16497";1044904135;"15-033-30067-0001";37,0182439;-99,0876996;"swd"
"16498";1044906237;"15-007-20012-0001";37,1904547;-98,4701494;"swd"
"16499";1044906238;"15-007-24230";37,0202803;-98,7040126;"swd"
"16503";1044908489;"15-191-10899";37,0098676;-97,1845892;"swd"
"16504";1044909293;"15-007-01265-0001";37,1539189;-98,5445585;"swd"
"16505";1044909332;"15-191-21746-0001";37,2130064;-97,3467685;"swd"
"16509";1044910623;"15-007-16674";37,1098304;-98,8636047;"swd"
"16515";1044912838;"15-007-21957-0001";37,422786;-98,7315102;"swd"
"16516";1044912839;"15-007-00148-0001";37,4280931;-98,7348816;"swd"
"16518";1044913414;"15-015-21918-0001";37,9617874;-96,8963385;"swd"
"16519";1044913452;"15-173-03370-0001";37,834997;-97,3502041;"swd"
"16520";1044913494;"15-173-03616";37,8368074;-97,3546243;"swd"
"16521";1044914182;"15-035-21185-0001";37,2107928;-96,8077021;"swd"
"16527";1044914855;"15-009-30395-0001";38,6369425;-98,7575143;"swd"
"16529";1044915540;"15-079-00005-0002";38,114909;-97,6114821;"swd"
"16531";1044916957;"15-019-27487";37,2569087;-96,291353;"swd"
"16532";1044916971;"15-051-21062-0001";39,0062265;-99,2292158;"swd"
"16537";1044918296;"15-173-03181";37,6016119;-97,3370782;"swd"
"16540";1044921428;"15-185-11351-0001";38,1151447;-98,8230697;"swd"
"16541";1044921431;"15-195-22968";38,7442697;-99,8807379;"swd"
"16546";1044923597;"15-007-03617";37,187474;-98,9832485;"swd"
"16551";1044927801;"15-035-00853-0001";37,299867;-96,9957123;"swd"
"16553";1044927822;"15-077-22110";37,0369451;-97,8540556;"swd"
"16554";1044928578;"15-035-01763";37,2781385;-96,9524757;"swd"
"16556";1044929286;"15-035-60009-0001";37,2655311;-96,9006411;"swd"
"16557";1044929737;"15-035-01505";37,2394578;-96,8144224;"swd"
"16559";1044929767;"15-007-24251";37,0228799;-98,664595;"swd"
"16560";1044930469;"15-077-22115";37,0498865;-98,2439999;"swd"
"16561";1044932165;"15-035-00924-0001";37,1706139;-96,8525531;"swd"
"16562";1044934461;"15-035-20239-0001";37,1405498;-96,7228203;"swd"
"16563";1044934482;"15-109-21369";38,9535739;-100,8870993;"swd"
"16565";1044935843;"15-035-02564-0001";37,0956467;-97,110926;"swd"
"16567";1044936696;"15-009-05013-0001";38,6768637;-98,8074337;"swd"
"16568";1044936717;"15-133-02589";37,6325964;-95,329967;"swd"
"16571";1044937821;"15-135-22665-0001";38,3355722;-99,7020513;"swd"
"16575";1044939556;"15-035-20135-0001";37,0206112;-96,9959783;"swd"
"16576";1044939559;"15-035-24622";37,4320357;-96,9067307;"swd"
"16581";1044940382;"15-019-19670-0002";37,1860241;-96,3281146;"swd"
"16582";1044940398;"15-053-20296-0001";38,7989755;-98,4195594;"swd"
"16583";1044942366;"15-053-00006-0001";38,6646405;-98,1946753;"swd"
"16584";1044942373;"15-077-00100-0001";37,2711218;-98,0379603;"swd"
"16586";1044943279;"15-053-00475-0001";38,6442986;-98,448905;"swd"
"16587";1044943293;"15-153-21080";39,9024464;-101,3869493;"swd"
"16589";1044943295;"15-159-22812";38,4644675;-98,4072949;"swd"
"16593";1044943991;"15-019-27506";37,1850635;-96,3333619;"swd"
"16597";1044947193;"15-053-20604-0001";38,5626137;-98,27057;"swd"
"16599";1044947852;"15-001-27839-0001";37,9806408;-95,4409205;"swd"
"16602";1044947862;"15-051-26763";38,7359361;-99,2886775;"swd"
"16603";1044947876;"15-163-23916-0001";39,2060906;-99,5154523;"swd"
"16604";1044948180;"15-015-40460";37,8044501;-96,9237486;"swd"
"16607";1044948205;"15-185-13169-0001";38,1114632;-98,82173;"swd"
"16608";1044948612;"15-051-00560-0002";38,9683027;-99,1992436;"swd"
"16610";1044949555;"15-187-21210-0001";37,5022885;-101,5699796;"swd"
"16611";1044949710;"15-079-20310-0001";38,113757;-97,5805762;"swd"
"16613";1044950071;"15-079-00877";38,1258241;-97,6873824;"swd"
"16614";1044950464;"15-135-22254-0001";38,4129898;-99,6381252;"swd"
"16618";1044951925;"15-051-23949-0002";38,8286571;-99,3509308;"swd"
"16619";1044951955;"15-185-19154";38,2357572;-98,530797;"swd"
"16621";1044952148;"15-067-21807";37,6509257;-101,0911613;"swd"
"16625";1044959407;"15-119-10155-0001";37,1452205;-100,489903;"swd"
"16626";1044959411;"15-137-20720-0001";39,6466341;-99,9769786;"swd"
"16628";1044961440;"15-175-20063-0001";37,2403995;-100,7143165;"swd"
"16629";1044963426;"15-151-22446";37,7711523;-98,8298043;"swd"
"16633";1044964315;"15-175-20083-0002";37,2374479;-100,6371479;"swd"
"16634";1044964896;"15-153-21096";39,715955;-101,3067809;"swd"
"16637";1044967617;"15-159-01008-0001";38,50115;-98,04301;"swd"
"16638";1044967998;"15-035-24561-0001";37,0551548;-96,7013383;"swd"
"16640";1044968002;"15-151-10000-0001";37,6273317;-98,5608531;"swd"
"16642";1044968011;"15-175-00119-0003";37,2244483;-100,6665547;"swd"
"16644";1044969501;"15-131-20009-0002";39,9042308;-95,8434202;"swd"
"16646";1044970559;"15-077-30068-0001";37,3644692;-98,0602464;"swd"
"16647";1044970563;"15-191-01467-0001";37,4441074;-97,3776447;"swd"
"16649";1044971536;"15-167-30002-0002";38,8048473;-98,9296625;"swd"
"16650";1044972499;"15-077-21195-0001";37,1988148;-97,8859988;"swd"
"16651";1044972501;"15-081-10038-0001";37,5603079;-101,005627;"swd"
"16652";1044972506;"15-159-19247-0001";38,33044;-98,34809;"swd"
"16653";1044972931;"15-077-19047";37,3369066;-98,2623884;"swd"
"16654";1044972936;"15-175-19003";37,1396541;-100,6521786;"swd"
"16655";1044974592;"15-035-24257-0001";37,4670489;-96,900284;"swd"
"16656";1044975029;"15-109-21245-0001";38,7952457;-100,8249669;"swd"
"16657";1044976402;"15-009-23893-0001";38,3055087;-98,6293801;"swd"
"16658";1044977325;"15-133-26192-0001";37,5564009;-95,3784607;"swd"
"16659";1044977326;"15-175-21387-0001";37,38599;-100,93504;"swd"
"16660";1044978006;"15-077-19052";37,313401;-98,2473624;"swd"
"16662";1044979556;"15-101-20249-0001";38,6833144;-100,413834;"swd"
"16665";1044980161;"15-153-21108";39,7385627;-101,3296152;"swd"
"16666";1044980165;"15-191-01521-0001";37,0754982;-97,6358088;"swd"
"16667";1044980346;"15-077-19053";37,0669262;-98,2762876;"swd"
"16668";1044980347;"15-077-20212-0001";37,1178866;-98,258854;"swd"
"16669";1044982526;"15-077-00132-0001";37,3080434;-98,2439219;"swd"
"16670";1044982527;"15-077-01073-0001";37,3008318;-98,2438973;"swd"
"16671";1044982529;"15-081-20316-0001";37,419035;-100,735023;"swd"
"16672";1044982535;"15-145-20781-0001";38,1881759;-98,9500342;"swd"
"16673";1044982536;"15-185-23846-0001";38,256912;-98,849958;"swd"
"16674";1044982946;"15-007-20331-0001";37,1208111;-98,5510005;"swd"
"16675";1044983475;"15-113-01624-0001";38,46858;-97,42902;"swd"
"16676";1044983481;"15-173-20756-0001";37,79002;-97,188283;"swd"
"16677";1044984503;"15-007-20474-0001";37,3825487;-98,3884097;"swd"
"16678";1044984512;"15-077-10097-0001";37,3314754;-98,264604;"swd"
"16679";1044984516;"15-109-21394";38,7870032;-100,8754626;"swd"
"16680";1044986077;"15-135-90430";38,3503933;-99,9776362;"swd"
"16681";1044986796;"15-007-10064-0001";37,3560437;-98,7750645;"swd"
"16685";1044992373;"15-001-31346";37,8874739;-95,4312209;"swd"
"16687";1044994046;"15-007-20516-0001";37,3351393;-98,7104843;"swd"
"16688";1044994047;"15-007-21939-0001";37,3215718;-98,7365111;"swd"
"16689";1044994054;"15-009-75021";38,4163513;-98,9659233;"swd"
"16692";1044994061;"15-019-40622-0001";37,0484763;-96,1726405;"swd"
"16694";1044994089;"15-033-10005-0001";37,3442153;-99,0382922;"swd"
"16696";1044994120;"15-055-22171-0001";38,1220969;-101,094587;"swd"
"16697";1044994202;"15-189-00031-0001";37,0864285;-101,4421151;"swd"
"16701";1044994290;"15-175-20262-0001";37,0868963;-100,9286892;"swd"
"16702";1044994291;"15-205-28345";37,4865065;-95,7612537;"swd"
"16703";1044994297;"15-207-29216";38,0101004;-95,8214525;"swd"
"16704";1044994299;"15-007-01497-0001";37,342475;-98,73303;"swd"
"16705";1044996363;"15-033-10029-0001";37,2487831;-99,4428115;"swd"
"16706";1044997330;"15-007-20810-0001";37,3029064;-98,620693;"swd"
"16707";1044997335;"15-035-24636";37,2057329;-96,6829325;"swd"
"16708";1044997337;"15-091-20840-0001";38,9131743;-94,8245257;"swd"
"16710";1044998930;"15-015-23953-0001";37,5494128;-97,1131976;"swd"
"16711";1044998935;"15-163-21905-0001";39,2388375;-99,285031;"swd"
"16712";1044998936;"15-175-20835-0002";37,2516405;-101,0425762;"swd"
"16713";1044998940;"15-197-20095-0002";38,9997449;-96,2282831;"swd"
"16714";1044999338;"15-129-21756-0002";37,1902362;-101,8983914;"swd"
"16717";1045000783;"15-129-19019";37,0578827;-102,0133555;"swd"
"16718";1045000786;"15-129-19017";37,0697283;-102,012517;"swd"
"16719";1045000787;"15-145-00107-0001";38,2903044;-99,4764656;"swd"
"16720";1045000891;"15-151-00135-0001";37,6689518;-98,7853045;"swd"
"16721";1045000899;"15-191-19096";37,0042551;-97,6523646;"swd"
"16722";1045001825;"15-065-23094-0002";39,5628025;-99,7269224;"swd"
"16723";1045001828;"15-119-19027";37,0267611;-100,5621877;"swd"
"16724";1045001832;"15-151-21470-0001";37,56363;-98,59537;"swd"
"16725";1045002685;"15-173-01659-0001";37,5905725;-97,3736049;"swd"
"16726";1045004135;"15-173-01626-0001";37,5411663;-97,4097317;"swd"
"16727";1045004479;"15-145-21761-0001";38,1869761;-99,0519671;"swd"
"16728";1045004488;"15-163-24001-0001";39,1606701;-99,3176958;"swd"
"16729";1045006680;"15-173-00254-0001";37,5544317;-97,5002472;"swd"
"16730";1045006684;"15-173-03042";37,4789908;-97,4289373;"swd"
"16731";1045006689;"15-051-22297-0001";38,7856729;-99,3913368;"swd"
"16732";1045007119;"15-173-00160-0001";37,5543609;-97,507038;"swd"
"16733";1045007124;"15-173-03042-0001";37,4789908;-97,4289373;"swd"
"16734";1045007126;"15-173-19093-0001";37,5544434;-97,5070786;"swd"
"16735";1045007128;"15-189-10006-0001";37,319211;-101,5150364;"swd"
"16736";1045007142;"15-015-01501-0002";37,83355;-97,0226;"swd"
"16738";1045007150;"15-115-21009-0001";38,2227372;-97,1394463;"swd"
"16739";1045008374;"15-173-19096-0001";37,5163131;-97,5155489;"swd"
"16740";1045011160;"15-167-20806-0001";38,9009488;-98,8922411;"swd"
"16742";1045011168;"15-095-01292-0001";37,5217659;-98,2784823;"swd"
"16744";1045011178;"15-185-19159-0001";38,2429922;-98,5169922;"swd"
"16745";1045011189;"15-185-13245-0001";38,2448052;-98,5169885;"swd"
"16746";1045011741;"15-055-20136-0002";38,1796946;-100,9634595;"swd"
"16747";1045011755;"15-191-00687-0001";37,4646899;-97,5636433;"swd"
"16748";1045012239;"15-095-20157-0001";37,4922611;-97,9751171;"swd"
"16749";1045012242;"15-185-23598-0001";37,9327632;-98,7399619;"swd"
"16751";1045014699;"15-095-19075-0001";37,5185177;-98,0647339;"swd"
"16752";1045015019;"15-077-20131-0001";37,3037889;-97,851009;"swd"
"16753";1045015022;"15-095-00519-0001";37,5264165;-98,084031;"swd"
"16758";1045016312;"15-135-20282-0002";38,4271917;-100,0423403;"swd"
"16759";1045016318;"15-191-19108";37,4616005;-97,7313038;"swd"
"16760";1045017068;"15-151-10433-0001";37,6000332;-98,6165914;"swd"
"16761";1045017854;"15-103-21443";38,9976687;-95,1589612;"swd"
"16762";1045018324;"15-095-00569-0001";37,4885417;-98,3309193;"swd"
"16763";1045018326;"15-095-21120-0001";37,49781;-98,2761583;"swd"
"16764";1045018333;"15-151-10459-0001";37,5972123;-98,6028507;"swd"
"16765";1045019607;"15-151-10069-0001";37,4731188;-98,8099793;"swd"
"16766";1045019609;"15-151-10459";37,5972123;-98,6028507;"swd"
"16767";1045019612;"15-095-00592-0001";37,4628596;-98,0653206;"swd"
"16768";1045019895;"15-009-26101";38,6392783;-98,8104958;"swd"
"16769";1045019921;"15-207-29243";38,0133497;-95,668241;"swd"
"16771";1045022925;"15-081-10192-0001";37,4768531;-101,0367208;"swd"
"16773";1045023229;"15-051-01061-0002";38,9735579;-99,0746081;"swd"
"16774";1045023852;"15-095-30284-0001";37,6358887;-97,8648646;"swd"
"16775";1045023855;"15-155-20640-0001";38,11212;-97,81697;"swd"
"16778";1045026766;"15-167-73111";38,8264167;-98,9434777;"swd"
"16779";1045026801;"15-055-22196-0001";38,0276263;-100,8369392;"swd"
"16780";1045026803;"15-095-01331-0001";37,6199338;-98,1288377;"swd"
"16781";1045027931;"15-109-20985-0001";38,7812917;-100,9231069;"swd"
"16782";1045028555;"15-097-30107-0001";37,5293708;-99,3680507;"swd"
"16786";1045029128;"15-055-22370-0001";38,0824276;-100,8576005;"swd"
"16788";1045029375;"15-009-26103";38,4613522;-98,8545345;"swd"
"16789";1045029376;"15-017-20922";38,3549961;-96,8134787;"swd"
"16790";1045029382;"15-109-20980-0001";38,8730804;-100,8819222;"swd"
"16792";1045030950;"15-185-22430-0002";37,9584757;-98,8147978;"swd"
"16793";1045030951;"15-185-22430-0003";37,9584134;-98,8147071;"swd"
"16795";1045031682;"15-097-00068-0001";37,5083986;-99,1056216;"swd"
"16796";1045034841;"15-083-21078-0001";37,9775997;-99,7453841;"swd"
"16798";1045035237;"15-035-24636-0001";37,2057329;-96,6829325;"swd"
"16800";1045036101;"15-015-40467-0001";37,8369779;-97,0178493;"swd"
"16801";1045036114;"15-151-19091-0001";37,5676076;-98,8063913;"swd"
"16802";1045036385;"15-003-26431";38,3047907;-95,1457349;"swd"
"16803";1045037747;"15-097-00007-0001";37,5047796;-99,3457169;"swd"
"16806";1045038309;"15-095-00529-0001";37,4822968;-98,0731637;"swd"
"16807";1045038320;"15-163-24300";39,1700545;-99,5237407;"swd"
"16808";1045039270;"15-173-00639-0001";37,5035023;-97,4283197;"swd"
"16809";1045039713;"15-019-27523";37,1850368;-96,3290355;"swd"
"16814";1045044900;"15-127-20469-0001";38,6609717;-96,8631688;"swd"
"16816";1045045174;"15-095-00464-0001";37,7063569;-98,0019334;"swd"
"16819";1045045917;"15-097-20753-0001";37,6740108;-99,0587845;"swd"
"16820";1045047863;"15-007-24280";37,2339658;-98,6007964;"swd"
"16821";1045047878;"15-199-20421-0001";38,7668762;-101,9136717;"swd"
"16822";1045048078;"15-081-10201-0001";37,5674556;-101,0694312;"swd"
"16825";1045049360;"15-151-20727-0001";37,4735584;-98,5271237;"swd"
"16826";1045049361;"15-151-20727-0002";37,4735584;-98,5271237;"swd"
"16827";1045049526;"15-101-22569";38,420461;-100,3106526;"swd"
"16828";1045049534;"15-167-20806-0002";38,9009488;-98,8922411;"swd"
"16829";1045051022;"15-067-10029";37,6514557;-101,0968717;"swd"
"16830";1045051023;"15-077-21849-0001";37,0212961;-98,1471736;"swd"
"16831";1045051024;"15-081-10080-0001";37,582085;-101,0420332;"swd"
"16832";1045051590;"15-051-26796";38,895415;-99,3747635;"swd"
"16835";1045052651;"15-151-20234-0003";37,5185127;-98,7859647;"swd"
"16838";1045053049;"15-097-19019";37,687065;-99,4775237;"swd"
"16839";1045053050;"15-097-20448-0001";37,6620601;-99,479655;"swd"
"16840";1045053062;"15-151-19098";37,4842082;-98,7210399;"swd"
"16841";1045053063;"15-151-19099";37,4842787;-98,7200052;"swd"
"16842";1045053064;"15-151-20431-0001";37,471415;-98,7481199;"swd"
"16843";1045053481;"15-151-19096";37,4867721;-98,7449536;"swd"
"16844";1045053482;"15-151-19096-0001";37,4867721;-98,7449536;"swd"
"16845";1045053486;"15-065-00050-0001";39,380116;-99,7436217;"swd"
"16846";1045053487;"15-097-00220-0001";37,6658509;-99,4921372;"swd"
"16847";1045054012;"15-093-20257-0001";37,8026399;-101,2609432;"swd"
"16848";1045056132;"15-051-00560-0003";38,9683027;-99,1992436;"swd"
"16849";1045056446;"15-077-21870-0001";37,1529747;-97,8662666;"swd"
"16850";1045056690;"15-169-20358";38,7536148;-97,6048586;"swd"
"16851";1045056692;"15-155-01485-0003";38,0039465;-97,741806;"swd"
"16853";1045059124;"15-055-00011-0002";38,0496762;-101,0485436;"swd"
"16854";1045059134;"15-151-20677-0001";37,7116684;-98,9484836;"swd"
"16856";1045059494;"15-173-00045-0001";37,7496232;-97,4042506;"swd"
"16858";1045060287;"15-053-20988-0001";38,6424986;-98,2493722;"swd"
"16859";1045060464;"15-025-20184-0002";37,0500937;-99,6181795;"swd"
"16861";1045060477;"15-151-10331-0001";37,6995086;-98,6982035;"swd"
"16862";1045060623;"15-031-21221-0001";38,0752309;-95,7029644;"swd"
"16863";1045060624;"15-033-20134-0001";37,3674602;-99,1082392;"swd"
"16864";1045060625;"15-035-19422-0001";37,1603815;-96,9897727;"swd"
"16865";1045060927;"15-151-10255-0001";37,6884531;-98,6719128;"swd"
"16866";1045060935;"15-155-19088-0001";37,8006753;-97,7735102;"swd"
"16867";1045060937;"15-195-22458-0002";38,756588;-100,1216774;"swd"
"16868";1045061291;"15-039-21096-0002";39,7834127;-100,3566453;"swd"
"16869";1045061294;"15-063-19014";38,746739;-100,2554449;"swd"
"16870";1045061295;"15-063-19015";38,797334;-100,5696875;"swd"
"16871";1045061298;"15-063-20174-0001";38,7784058;-100,2688878;"swd"
"16872";1045061868;"15-153-20417-0003";39,5702901;-101,3976152;"swd"
"16874";1045061873;"15-115-00428-0001";38,3833999;-97,1148498;"swd"
"16875";1045061876;"15-115-21497";38,1630208;-97,0346689;"swd"
"16876";1045064239;"15-135-20574-0001";38,3896148;-100,0862979;"swd"
"16877";1045064245;"15-175-20206-0001";37,2151655;-100,6758075;"swd"
"16878";1045064247;"15-185-13031-0001";38,2599441;-98,6399609;"swd"
"16879";1045065882;"15-195-19053";39,0208623;-99,6362761;"swd"
"16880";1045066290;"15-197-00108";38,9466765;-96,2672115;"swd"
"16881";1045066291;"15-197-19077";39,1115946;-96,16044;"swd"
"16882";1045066292;"15-197-19078";38,8137106;-96,0967859;"swd"
"16883";1045067026;"15-005-19009";39,4883431;-95,369863;"swd"
"16884";1045067027;"15-007-00316-0002";37,225105;-98,7864391;"swd"
"16885";1045067048;"15-095-19101";37,660684;-98,4387173;"swd"
"16887";1045067050;"15-095-19101-0002";37,660684;-98,4387173;"swd"
"16888";1045069199;"15-007-19121";37,1765168;-98,5650407;"swd"
"16889";1045069206;"15-095-00325-0001";37,6878989;-98,3922645;"swd"
"16894";1045069981;"15-063-20187-0001";38,8970952;-100,6188344;"swd"
"16895";1045069985;"15-147-19126-0001";39,5803921;-99,5674798;"swd"
"16897";1045070661;"15-155-19110";37,78903;-98,2695243;"swd"
"16899";1045072127;"15-155-19114-0001";37,7652884;-98,3200585;"swd"
"16901";1045072703;"15-031-22596-0001";38,2333095;-95,8818022;"swd"
"16905";1045076800;"15-155-19131";37,7379757;-98,3167314;"swd"
"16906";1045078158;"15-121-02354-0001";38,6443526;-94,7774049;"swd"
"16909";1045079583;"15-035-22442-0001";37,1895906;-97,0144395;"swd"
"16911";1045079605;"15-185-19168";37,8886972;-98,5278838;"swd"
"16914";1045080032;"15-207-29144-0001";37,8696054;-95,6588679;"swd"
"16915";1045080393;"15-035-24646";37,2582468;-96,7791567;"swd"
"16917";1045081433;"15-185-19173";37,8624413;-98,7709362;"swd"
"16918";1045081731;"15-121-31110";38,5965118;-94,9726687;"swd"
"16921";1045081734;"15-121-31113";38,598795;-94,9709165;"swd"
"16923";1045081736;"15-121-31115";38,5987665;-94,969583;"swd"
"16924";1045081737;"15-121-31116";38,5976955;-94,9694982;"swd"
"16926";1045081739;"15-121-31118";38,5954988;-94,9694606;"swd"
"16931";1045085810;"15-055-22136-0001";38,103778;-100,679796;"swd"
"16933";1045088215;"15-113-01314-0001";38,3580882;-97,515744;"swd"
"16935";1045088739;"15-015-19203-0001";37,7292936;-96,8082624;"swd"
"16937";1045088973;"15-153-21144-0001";39,9097845;-101,4055554;"swd"
"16938";1045090720;"15-167-19195-0002";38,80447;-98,94876;"swd"
"16940";1045091747;"15-155-01959-0001";37,7802433;-97,9508936;"swd"
"16943";1045092427;"15-017-00069-0001";38,3883228;-96,8053119;"swd"
"16945";1045092431;"15-017-19057";38,1021126;-96,3680594;"swd"
"16947";1045092440;"15-057-20811-0001";37,5161483;-99,9977372;"swd"
"16948";1045092441;"15-057-20835-0001";37,5430872;-99,6837353;"swd"
"16950";1045093294;"15-031-19320";38,2366267;-95,9390345;"swd"
"16952";1045093300;"15-031-19318-0001";38,0608867;-95,8202284;"swd"
"16954";1045093303;"15-031-20237-0001";38,1594719;-95,6323073;"swd"
"16955";1045093304;"15-031-20464-0001";38,2078183;-95,8580836;"swd"
"16956";1045093305;"15-031-21566-0001";38,3303863;-95,8950099;"swd"
"16958";1045093728;"15-031-19325";38,0685912;-95,7111592;"swd"
"16961";1045097420;"15-031-19331-0001";38,0482279;-95,9462148;"swd"
"16962";1045097808;"15-017-20922-0001";38,3549961;-96,8134787;"swd"
"16963";1045097813;"15-047-10103-0001";37,7629954;-99,0258185;"swd"
"16964";1045097821;"15-185-20624";37,911447;-99,0032231;"swd"
"16965";1045098121;"15-033-10024-0001";37,2655441;-99,0041397;"swd"
"16966";1045101675;"15-167-22518-0001";38,8265059;-98,9341651;"swd"
"16967";1045102060;"15-033-21653-0001";37,3245241;-99,3555866;"swd"
"16969";1045102063;"15-041-19035";38,6182342;-96,9992976;"swd"
"16971";1045102065;"15-069-20376-0001";37,7795564;-100,5248478;"swd"
"16972";1045102066;"15-069-20401-0001";37,6792446;-100,4872214;"swd"
"16973";1045102074;"15-185-11934-0001";37,8744253;-98,955715;"swd"
"16975";1045102626;"15-109-21440";38,7665453;-101,0475436;"swd"
"16976";1045104690;"15-125-30601-0001";37,1082815;-95,7363481;"swd"
"16977";1045104694;"15-191-19111";37,0089326;-97,1958987;"swd"
"16978";1045104938;"15-047-19019";37,8561588;-99,0612635;"swd"
"16979";1045104942;"15-065-01095-0003";39,4809041;-100,159488;"swd"
"16980";1045105116;"15-057-19013";37,8527273;-99,5768601;"swd"
"16981";1045105359;"15-057-19014";37,8883501;-99,6086541;"swd"
"16982";1045106234;"15-055-00530-0001";37,8951494;-100,8007216;"swd"
"16983";1045106235;"15-075-10043-0001";38,2279467;-101,7556449;"swd"
"16984";1045106236;"15-075-10086-0001";38,2278305;-101,8055548;"swd"
"16985";1045106244;"15-151-00179-0001";37,5121954;-98,8142035;"swd"
"16986";1045107620;"15-075-00026-0001";38,0083008;-101,8254508;"swd"
"16987";1045107622;"15-075-10114-0001";38,01918;-101,8438296;"swd"
"16988";1045107623;"15-075-10119-0001";38,0663413;-101,8073423;"swd"
"16989";1045107976;"15-075-10002-0001";38,0518265;-101,8073348;"swd"
"16991";1045107986;"15-163-22069-0002";39,4295605;-99,4546949;"swd"
"16992";1045108553;"15-151-00296-0001";37,5322179;-98,8069468;"swd"
"16993";1045109015;"15-047-20644-0001";37,8457177;-99,1631652;"swd"
"16994";1045109016;"15-033-21626-0001";37,1376214;-99,1626807;"swd"
"16995";1045109025;"15-075-30030-0001";37,9847443;-101,8072637;"swd"
"16996";1045109204;"15-075-20280-0001";37,7735887;-101,6578556;"swd"
"16997";1045109378;"15-047-00389-0001";37,8389333;-99,0325561;"swd"
"16998";1045109384;"15-047-19046-0001";37,8380536;-99,0566716;"swd"
"16999";1045109393;"15-047-19053";37,8361764;-99,0268616;"swd"
"17000";1045109583;"15-001-31423";37,9784524;-95,3715311;"swd"
"17001";1045109587;"15-047-10119-0001";37,8271341;-99,0246416;"swd"
"17002";1045109887;"15-077-00164-0002";37,328948;-98,099573;"swd"
"17003";1045109892;"15-171-20726-0002";38,4601069;-100,7488306;"swd"
