"";"KID";"API_NUMBER_SIMPLE";"LATITUDE";"LONGITUDE";"swd_inj_ci"
"2";1001184206;"15-007-20013";37,4089925;-98,4754955;"swd"
"5";1001184375;"15-007-20184";37,2303621;-98,5202328;"swd"
"41";1001185299;"15-007-21114";37,0263998;-98,6198884;"swd"
"61";1001185566;"15-007-21385";37,3709963;-98,8374563;"swd"
"121";1001186593;"15-007-22417";37,1008355;-98,6053776;"inj"
"157";1001186837;"15-007-10159";37,3571517;-98,8771708;"swd"
"167";1001186853;"15-007-70532";37,3636007;-98,8690911;"swd"
"183";1001186876;"15-007-10189";37,3500135;-98,8679166;"swd"
"330";1001187215;"15-007-01706";37,2560817;-98,661163;"swd"
"371";1001187359;"15-007-01189";37,2722731;-98,8883412;"swd"
"450";1001187528;"15-007-01767";37,2102294;-98,9257564;"swd"
"570";1001187720;"15-007-01627";37,1623254;-98,5094991;"swd"
"677";1001187884;"15-007-01646";37,1628504;-98,6353114;"swd"
"822";1001188197;"15-007-01418";37,1106178;-98,6566482;"swd"
"893";1001188335;"15-007-01690";37,0444181;-98,721435;"swd"
"909";1001188358;"15-007-01693";37,036429;-98,6790399;"swd"
"979";1001188549;"15-007-19019";37,0135398;-98,9038877;"swd"
"1147";1001189999;"15-009-21195";38,508134;-98,6055757;"swd"
"1150";1001190126;"15-009-21323";38,6764984;-98,5558996;"swd"
"1169";1001190483;"15-009-21681";38,3528331;-98,6261731;"swd"
"1187";1001190969;"15-009-22170";38,596868;-98,7627876;"swd"
"1195";1001191131;"15-009-22338";38,6694298;-98,8640948;"swd"
"1240";1001191807;"15-009-23029";38,5279381;-98,7393879;"swd"
"1285";1001192645;"15-009-23877";38,680872;-98,9643808;"swd"
"1605";1001194271;"15-009-06907";38,3491529;-99,0272697;"swd"
"1700";1001194384;"15-009-90544";38,3336469;-98,5082663;"swd"
"1863";1001194569;"15-009-14444";38,3302532;-98,5024613;"swd"
"2035";1001194748;"15-009-14569";38,3081039;-98,5462316;"swd"
"2219";1001194962;"15-009-14675";38,2952602;-98,4931837;"swd"
"2225";1001194968;"15-009-06915";38,3016028;-98,4896057;"swd"
"2232";1001194975;"15-009-14714";38,2988758;-98,4804596;"swd"
"2254";1001195001;"15-009-14732";38,2816673;-98,4933151;"swd"
"2501";1001195341;"15-009-06508";38,6826657;-98,700012;"swd"
"2669";1001195546;"15-009-15595";38,3034231;-98,6005926;"swd"
"2674";1001195552;"15-009-05728";38,2873054;-98,5980572;"swd"
"2705";1001195587;"15-009-15623";38,2820175;-98,6244289;"swd"
"2929";1001195862;"15-009-14198";38,26399;-98,60473;"swd"
"3186";1001196287;"15-009-76231";38,2674969;-98,8696674;"swd"
"3242";1001196350;"15-009-05691";38,2728375;-98,8143003;"swd"
"3512";1001196706;"15-009-06551";38,6405204;-98,6531452;"swd"
"3628";1001196843;"15-009-15810";38,6241307;-98,6392969;"swd"
"3631";1001196847;"15-009-06658";38,6259625;-98,6277424;"swd"
"3652";1001196875;"15-009-06727";38,6368326;-98,6577401;"swd"
"3655";1001196880;"15-009-06566";38,6241382;-98,6553619;"swd"
"3691";1001196937;"15-009-07128";38,6223387;-98,6393808;"swd"
"3705";1001196956;"15-009-06576";38,6205111;-98,6349344;"swd"
"3752";1001197035;"15-009-16106";38,6949738;-98,7815633;"swd"
"3760";1001197043;"15-009-05032";38,6859225;-98,7897917;"swd"
"3762";1001197045;"15-009-06777";38,6877391;-98,7920776;"swd"
"4058";1001197400;"15-009-03567";38,630117;-98,7129212;"swd"
"4130";1001197478;"15-009-06782";38,6296561;-98,7623504;"swd"
"4210";1001197564;"15-009-06783";38,6187184;-98,7740883;"swd"
"4212";1001197566;"15-009-15978";38,6205088;-98,7602256;"swd"
"4239";1001197595;"15-009-15992";38,6169575;-98,7534342;"swd"
"4291";1001197652;"15-009-71747";38,6224764;-98,7072713;"swd"
"4365";1001197735;"15-009-05364";38,6857528;-98,8825454;"swd"
"4370";1001197744;"15-009-05139";38,6940368;-98,8963809;"swd"
"4412";1001197810;"15-009-71875";38,6732244;-98,8131923;"swd"
"4426";1001197826;"15-009-16356";38,6804759;-98,8132383;"swd"
"4435";1001197836;"15-009-16353";38,6804759;-98,8132383;"swd"
"4448";1001197851;"15-009-16306";38,6622751;-98,8177322;"swd"
"4464";1001197872;"15-009-05177";38,6576276;-98,8616534;"swd"
"4483";1001197910;"15-009-05335";38,6496028;-98,8176058;"swd"
"4570";1001198063;"15-009-15226";38,5998392;-98,5084536;"swd"
"4603";1001198102;"15-009-15240";38,5966544;-98,5333212;"swd"
"4643";1001198146;"15-009-15248";38,6079879;-98,5522255;"swd"
"4787";1001198310;"15-009-15305";38,5827007;-98,4993339;"swd"
"4833";1001198363;"15-009-06793";38,5677591;-98,4906734;"swd"
"4838";1001198368;"15-009-05474";38,5681627;-98,4820172;"swd"
"4901";1001198437;"15-009-15347";38,5699375;-98,5229769;"swd"
"4903";1001198439;"15-009-05517";38,5698924;-98,5248174;"swd"
"4905";1001198442;"15-009-15352";38,5762396;-98,5430433;"swd"
"4931";1001198471;"15-009-06961";38,5771421;-98,5476604;"swd"
"4945";1001198496;"15-009-06634";38,5626266;-98,5397823;"swd"
"4946";1001198497;"15-009-06795";38,5644482;-98,5407677;"swd"
"5012";1001198569;"15-009-15364";38,5608721;-98,4820234;"swd"
"5032";1001198590;"15-009-06673";38,5608721;-98,4820234;"swd"
"5052";1001198611;"15-009-15368";38,5390676;-98,4832786;"swd"
"5056";1001198615;"15-009-15379";38,5427163;-98,4878795;"swd"
"5058";1001198617;"15-009-15381";38,540869;-98,480963;"swd"
"5104";1001198676;"15-009-06765";38,6534005;-98,5732453;"swd"
"5110";1001198692;"15-009-06490";38,6660125;-98,5861945;"swd"
"5122";1001198713;"15-009-15825";38,5318045;-98,4879664;"swd"
"5139";1001198730;"15-009-70198";38,5336096;-98,4833265;"swd"
"5143";1001198735;"15-009-15824";38,5299993;-98,4926063;"swd"
"5152";1001198745;"15-009-03989";38,5263735;-98,4926557;"swd"
"5163";1001198767;"15-009-06804";38,6027137;-98,6425795;"swd"
"5197";1001198819;"15-009-15396";38,5844967;-98,6374936;"swd"
"5287";1001198995;"15-009-90713";38,6005579;-98,7301505;"swd"
"5380";1001199108;"15-009-05181";38,591455;-98,7625747;"swd"
"5391";1001199119;"15-009-06767";38,6406744;-98,5604648;"swd"
"5415";1001199143;"15-009-16229";38,5932766;-98,748637;"swd"
"5491";1001199245;"15-009-04087";38,5588136;-98,7645982;"swd"
"5509";1001199263;"15-009-05428";38,5533947;-98,7598268;"swd"
"5555";1001199326;"15-009-06822";38,546143;-98,7505776;"swd"
"5572";1001199347;"15-009-05035";38,6443255;-98,5431302;"swd"
"5589";1001199378;"15-009-05034";38,647028;-98,550067;"swd"
"5666";1001199505;"15-009-06824";38,5850298;-98,8471763;"swd"
"5740";1001199608;"15-009-05120";38,5511122;-98,8748433;"swd"
"5773";1001199663;"15-009-05102";38,5483101;-98,8794589;"swd"
"5777";1001199667;"15-009-06965";38,5483158;-98,8791092;"inj"
"5862";1001199820;"15-009-06729";38,5154443;-98,4857939;"swd"
"5877";1001199836;"15-009-19030";38,5191081;-98,4915617;"swd"
"5893";1001199882;"15-009-05601";38,63487;-98,53471;"swd"
"5897";1001199890;"15-009-06035";38,5065796;-98,5273876;"swd"
"6021";1001200068;"15-009-06129";38,4737678;-98,482331;"swd"
"6118";1001200207;"15-009-06439";38,4411895;-98,5413007;"swd"
"6143";1001200246;"15-009-06185";38,4448044;-98,5045318;"swd"
"6217";1001200357;"15-009-06763";38,5097098;-98,8104944;"swd"
"6248";1001200393;"15-009-73565";38,4970916;-98,7826602;"swd"
"6461";1001200681;"15-009-06851";38,5004435;-98,8586622;"swd"
"6478";1001200699;"15-009-07327";38,5003444;-98,8321341;"swd"
"6490";1001200711;"15-009-06268";38,5014584;-98,815927;"swd"
"6586";1001200850;"15-009-07436";38,4430852;-99,0154287;"swd"
"6653";1001200937;"15-009-19026";38,420847;-98,5161468;"inj"
"6750";1001201071;"15-009-74079";38,4163917;-98,5030659;"swd"
"6827";1001201463;"15-009-14995";38,3500659;-98,4924577;"swd"
"6842";1001201479;"15-009-14983";38,3537247;-98,4821552;"swd"
"6906";1001201557;"15-009-07010";38,4255436;-98,6501398;"swd"
"6951";1001201629;"15-009-03187";38,6125002;-98,5487391;"swd"
"6956";1001201637;"15-009-70721";38,6170845;-98,5360348;"inj"
"7067";1001201783;"15-009-06087";38,3592462;-98,6601872;"swd"
"7080";1001201803;"15-009-05537";38,6207846;-98,5176906;"swd"
"7188";1001201942;"15-009-06890";38,3664686;-98,6812051;"swd"
"7299";1001202075;"15-009-04791";38,3551036;-98,6037936;"swd"
"7451";1001203315;"15-025-20609";37,4467259;-100,0680822;"inj"
"7455";1001203374;"15-025-20668";37,461537;-100,040663;"inj"
"7457";1001203396;"15-025-20690";37,3332451;-99,6355791;"swd"
"7459";1001203416;"15-025-20710";37,3297004;-99,6357154;"swd"
"7460";1001203442;"15-025-20736";37,330988;-99,6377991;"swd"
"7461";1001203458;"15-025-20752";37,3351392;-99,6359501;"swd"
"7462";1001203482;"15-025-20776";37,3259244;-99,6357916;"swd"
"7560";1001205605;"15-039-20300";39,9670626;-100,1894013;"swd"
"7567";1001205853;"15-039-20549";39,8526533;-100,4579228;"swd"
"7569";1001205955;"15-039-20653";39,8753632;-100,3478496;"swd"
"7654";1001206491;"15-039-70026";39,6805043;-100,3068737;"inj"
"7907";1001209134;"15-051-20651";38,8571158;-99,1098211;"swd"
"7912";1001209192;"15-051-20710";38,9684428;-99,1259296;"swd"
"7925";1001209553;"15-051-21075";38,9487668;-99,0912557;"swd"
"7929";1001209893;"15-051-21418";38,9004975;-99,5127481;"swd"
"7935";1001210033;"15-051-21559";38,7955693;-99,3549884;"swd"
"7936";1001210059;"15-051-21586";38,8483846;-99,0548682;"swd"
"7939";1001210084;"15-051-21611";39,0573684;-99,0578569;"swd"
"7940";1001210093;"15-051-21621";38,8180587;-99,1629942;"swd"
"7948";1001210227;"15-051-21757";38,9401732;-99,5077846;"swd"
"7949";1001210239;"15-051-21769";38,9209475;-99,3895822;"swd"
"7954";1001210311;"15-051-21841";38,86285;-99,23733;"swd"
"7965";1001210565;"15-051-22098";39,1137386;-99,255548;"swd"
"7971";1001210657;"15-051-22191";39,1095785;-99,1079463;"swd"
"7991";1001211070;"15-051-22610";39,0157874;-99,0649766;"swd"
"8093";1001212415;"15-051-23971";38,837472;-99,5513084;"swd"
"8112";1001213921;"15-051-00020";38,8429585;-99,3539604;"swd"
"8298";1001215639;"15-051-02250";39,1131284;-99,4288023;"swd"
"8748";1001216118;"15-051-02898";38,8894965;-99,582447;"swd"
"9155";1001216552;"15-051-03508";39,0962701;-99,3088619;"swd"
"9184";1001216581;"15-051-03540";39,0837983;-99,253716;"swd"
"9207";1001216604;"15-051-03567";39,1033962;-99,2682816;"swd"
"9209";1001216606;"15-051-03569";39,1109208;-99,5215853;"swd"
"9244";1001216644;"15-051-03613";39,0540477;-99,2573477;"swd"
"9268";1001216670;"15-051-03642";39,0863854;-99,1646633;"swd"
"9269";1001216671;"15-051-03643";39,0871907;-99,1794846;"swd"
"9275";1001216677;"15-051-03650";39,0644007;-99,2102388;"swd"
"9276";1001216678;"15-051-03651";39,0731935;-99,2363101;"swd"
"9287";1001216690;"15-051-03665";39,0873235;-99,1360727;"swd"
"9296";1001216700;"15-051-03677";39,0937057;-99,1783172;"swd"
"9306";1001216712;"15-051-03691";39,1286981;-99,1769978;"swd"
"9314";1001216721;"15-051-03704";39,0657778;-99,27201;"swd"
"9315";1001216722;"15-051-03705";39,0630586;-99,2720794;"swd"
"9316";1001216723;"15-051-03706";39,0621522;-99,2639648;"swd"
"9330";1001216740;"15-051-03725";39,0747861;-99,3134269;"swd"
"9334";1001216744;"15-051-03732";39,0953511;-99,0988649;"inj"
"9367";1001216780;"15-051-03785";39,0984314;-99,4593325;"swd"
"9419";1001216837;"15-051-03861";39,0947063;-99,22911;"swd"
"9420";1001216838;"15-051-03862";39,0895238;-99,2245014;"swd"
"9440";1001216860;"15-051-03894";38,8137984;-99,0897006;"swd"
"9443";1001216863;"15-051-03897";38,8028443;-99,0736333;"swd"
"9512";1001216938;"15-051-03983";38,7559643;-99,336406;"swd"
"9547";1001216973;"15-051-04024";38,9246711;-99,2114391;"swd"
"9552";1001216978;"15-051-04029";38,9103001;-99,1924249;"swd"
"9732";1001217166;"15-051-04254";38,9987873;-99,2822583;"swd"
"9735";1001217169;"15-051-04258";38,8824692;-99,5315289;"swd"
"9761";1001217195;"15-051-04292";38,8957321;-99,2001762;"swd"
"9780";1001217215;"15-051-04318";38,8641618;-99,5387742;"swd"
"9815";1001217259;"15-051-04370";38,9407622;-99,4362338;"swd"
"9843";1001217327;"15-051-04447";38,7504406;-99,2878705;"swd"
"9864";1001217350;"15-051-04481";38,8677996;-99,5236747;"swd"
"9911";1001217398;"15-051-74464";38,7304155;-99,3218352;"swd"
"9924";1001217411;"15-051-04554";39,0153046;-99,2334201;"swd"
"9939";1001217426;"15-051-04572";38,9555171;-99,5796407;"swd"
"9965";1001217454;"15-051-04610";38,942367;-99,2570674;"swd"
"9972";1001217462;"15-051-04618";39,015349;-99,0463182;"swd"
"9985";1001217475;"15-051-04637";38,9969245;-99,2984701;"swd"
"10016";1001217506;"15-051-04678";38,8520768;-99,5061395;"swd"
"10045";1001217537;"15-051-04717";38,7355718;-99,5543036;"swd"
"10048";1001217541;"15-051-04721";39,1260397;-99,2898632;"swd"
"10049";1001217542;"15-051-04723";39,1126968;-99,2728081;"swd"
"10055";1001217549;"15-051-04733";39,1222862;-99,2969019;"swd"
"10070";1001217564;"15-051-04750";39,1166651;-99,2874728;"swd"
"10095";1001217591;"15-051-04786";38,7522367;-99,3503107;"swd"
"10097";1001217593;"15-051-04788";39,1058873;-99,2301755;"swd"
"10298";1001217807;"15-051-05038";39,0681365;-99,1361135;"swd"
"10690";1001218216;"15-051-05512";39,0694029;-99,357515;"swd"
"10783";1001218315;"15-051-05637";39,1125472;-99,2697927;"swd"
"10788";1001218320;"15-051-05645";39,1130459;-99,2654502;"swd"
"11000";1001218544;"15-051-05943";39,0660969;-99,2120108;"swd"
"11016";1001218561;"15-051-05962";39,0715973;-99,2095001;"swd"
"11018";1001218563;"15-051-05964";39,0715094;-99,2142572;"swd"
"11065";1001218612;"15-051-06031";39,0501672;-99,2617103;"inj"
"11126";1001218676;"15-051-06393";39,036704;-99,4044714;"swd"
"11130";1001218680;"15-051-06398";38,962814;-99,5829366;"swd"
"11139";1001218690;"15-051-06438";39,1050202;-99,2687636;"swd"
"11208";1001218762;"15-051-06597";39,0378571;-99,2244917;"swd"
"11261";1001218815;"15-051-06659";39,0242126;-99,2820009;"swd"
"11273";1001218827;"15-051-06672";39,0241423;-99,2703889;"swd"
"11315";1001218873;"15-051-06734";38,957327;-99,215598;"swd"
"11358";1001218918;"15-051-73487";38,8046709;-99,0805843;"swd"
"11476";1001219130;"15-051-70305";39,1237249;-99,3453202;"swd"
"11531";1001219283;"15-051-70163";39,0362134;-99,2169484;"swd"
"11587";1001219414;"15-051-70161";38,9109662;-99,047375;"swd"
"11618";1001219489;"15-051-73160";38,9164566;-99,5450207;"swd"
"11625";1001219511;"15-051-70315";38,878913;-99,5130315;"swd"
"11636";1001219532;"15-051-73515";38,8630836;-99,1843019;"swd"
"11637";1001219533;"15-051-70036";38,8630836;-99,1843019;"swd"
"11655";1001219572;"15-051-70070";38,8335754;-99,4347377;"swd"
"11687";1001219619;"15-051-74354";38,7563693;-99,3515841;"swd"
"11829";1001221181;"15-053-00649";38,6687955;-98,4498919;"swd"
"11992";1001221402;"15-053-01129";38,6350941;-98,4349811;"swd"
"12005";1001221416;"15-053-01153";38,6415735;-98,4465823;"swd"
"12016";1001221427;"15-053-01164";38,6250601;-98,4129041;"swd"
"12020";1001221431;"15-053-01169";38,6251041;-98,4291725;"swd"
"12024";1001221436;"15-053-01175";38,6127262;-98,2245341;"swd"
"12030";1001221442;"15-053-01181";38,60977;-98,44001;"swd"
"12053";1001221466;"15-053-01207";38,6786308;-98,4185721;"swd"
"12062";1001221476;"15-053-01221";38,6586207;-98,4094497;"swd"
"12081";1001221545;"15-053-01306";38,6996812;-98,431167;"swd"
"12096";1001221561;"15-053-01328";38,5518461;-98,2995905;"swd"
"12111";1001221576;"15-053-01343";38,5988819;-98,4071718;"swd"
"12127";1001221593;"15-053-01367";38,52483;-98,20695;"swd"
"12138";1001221604;"15-053-01382";38,6769715;-98,47181;"swd"
"12140";1001221607;"15-053-01385";38,623699;-98,4123178;"swd"
"12146";1001221614;"15-053-01394";38,5789165;-98,2832441;"swd"
"12147";1001221615;"15-053-01395";38,5742727;-98,3588449;"swd"
"12153";1001221621;"15-053-01401";38,57906;-98,3948;"swd"
"12170";1001221640;"15-053-01425";38,5881695;-98,4025517;"swd"
"12411";1001221911;"15-053-01724";38,5230268;-98,1883437;"swd"
"12419";1001221919;"15-053-01732";38,5230174;-98,2000737;"swd"
"12545";1001222082;"15-053-01902";38,5245535;-98,4626639;"swd"
"12559";1001222103;"15-053-01924";38,5227424;-98,4604821;"swd"
"12692";1001222247;"15-053-02080";38,6214597;-98,3956744;"swd"
"12851";1001222432;"15-053-70345";38,6462187;-98,2537068;"swd"
"12863";1001222450;"15-053-90145";38,68264;-98,4406934;"swd"
"12887";1001222489;"15-053-90132";38,6269474;-98,4384217;"swd"
"12896";1001222511;"15-053-90179";38,5755412;-98,2000079;"inj"
"12907";1001222535;"15-053-90184";38,58147;-98,36236;"inj"
"12912";1001222544;"15-053-70923";38,5680226;-98,2717395;"swd"
"12921";1001222555;"15-053-71008";38,5620583;-98,2769051;"swd"
"12932";1001222569;"15-053-71101";38,5245775;-98,3377992;"swd"
"12962";1001222952;"15-055-20351";38,2393159;-100,8285656;"swd"
"13003";1001224673;"15-057-20496";37,7695133;-99,9370893;"c1"
"13006";1001224822;"15-057-00050";37,6706063;-99,9324604;"swd"
"13012";1001225028;"15-063-20159";38,7777106;-100,3357675;"swd"
"13014";1001225095;"15-063-20226";38,8238839;-100,4119479;"inj"
"13062";1001226405;"15-063-56258";38,7964712;-100,5868308;"swd"
"13068";1001226419;"15-063-70274";38,797334;-100,5696875;"swd"
"13118";1001227262;"15-065-20680";39,2979488;-99,9052132;"inj"
"13123";1001227371;"15-065-20789";39,5256428;-99,82449;"swd"
"13129";1001227864;"15-065-21285";39,2598527;-100,1293178;"swd"
"13159";1001229072;"15-065-22502";39,3299852;-100,0164443;"inj"
"13287";1001229961;"15-065-02040";39,3773663;-99,8091316;"swd"
"13606";1001230539;"15-065-02335";39,2768431;-99,659208;"swd"
"13608";1001230541;"15-065-02682";39,2752126;-99,6512357;"swd"
"13647";1001230589;"15-065-03469";39,2698263;-99,6622148;"swd"
"13685";1001230631;"15-065-02505";39,2751283;-99,6923215;"swd"
"13703";1001230651;"15-065-02554";39,2678887;-99,7064742;"swd"
"13712";1001230662;"15-065-02506";39,2751273;-99,7018034;"swd"
"13768";1001230729;"15-065-02556";39,2606827;-99,6462448;"swd"
"13815";1001230786;"15-065-02507";39,2426648;-99,6300955;"swd"
"13904";1001230977;"15-065-01959";39,2539699;-99,8075353;"swd"
"13906";1001230986;"15-065-02262";39,2513476;-99,7474865;"swd"
"14197";1001231479;"15-065-02011";39,2344366;-100,1225235;"swd"
"14337";1001231685;"15-065-02591";39,204546;-99,6245507;"swd"
"14351";1001231703;"15-065-02416";39,2008569;-99,6338791;"swd"
"14352";1001231704;"15-065-01735";39,2017632;-99,6373702;"swd"
"14452";1001231872;"15-065-01789";39,1569668;-99,6409296;"swd"
"14625";1001232200;"15-065-02299";39,1819994;-99,9039663;"swd"
"14735";1001232415;"15-065-02081";39,2087274;-100,1506494;"swd"
"14774";1001232479;"15-065-02073";39,1980563;-100,074991;"swd"
"14819";1001233161;"15-067-20609";37,5610903;-101,494054;"c1"
"14871";1001236534;"15-077-21007";37,328265;-98,219353;"swd"
"14886";1001236889;"15-077-10014";37,3175836;-97,8705238;"swd"
"14894";1001236921;"15-077-10026";37,3457649;-97,9937699;"swd"
"14906";1001236937;"15-077-10037";37,3403388;-98,0091714;"swd"
"14933";1001237049;"15-077-15532";37,3725127;-98,2182136;"swd"
"14936";1001237060;"15-077-10058";37,3742855;-98,2274141;"swd"
"14989";1001237170;"15-077-01080";37,3731343;-98,2498338;"swd"
"15053";1001237298;"15-077-01082";37,321482;-98,256468;"swd"
"15060";1001237306;"15-077-70356";37,313401;-98,2473624;"swd"
"15135";1001237538;"15-077-01065";37,1368055;-97,9227202;"swd"
"15168";1001238037;"15-079-20429";38,0189678;-97,1840832;"swd"
"15175";1001238126;"15-079-20518";38,0787114;-97,2160294;"swd"
"15203";1001238404;"15-079-70480";38,1386097;-97,4944078;"swd"
"15305";1001238857;"15-079-00588";38,085775;-97,496481;"swd"
"15343";1001239075;"15-079-19051";38,0503275;-97,6879542;"inj"
"15393";1001241052;"15-083-20554";38,0459604;-99,696879;"swd"
"15424";1001241479;"15-083-20983";37,9793515;-99,6413043;"swd"
"15461";1001243207;"15-093-20624";38,21815;-101,46928;"swd"
"15464";1001243262;"15-093-20679";38,0891118;-101,4593414;"swd"
"15625";1001246084;"15-095-17684";37,6720147;-98,4376357;"swd"
"15658";1001246132;"15-095-01468";37,6334938;-97,8342962;"swd"
"15708";1001246206;"15-095-01488";37,60522;-97,8819;"swd"
"15713";1001246218;"15-095-01318";37,5960367;-97,9052217;"swd"
"15762";1001246290;"15-095-01324";37,5851583;-97,902899;"swd"
"15790";1001246385;"15-095-01340";37,5875374;-98,0824323;"swd"
"15805";1001246452;"15-095-01279";37,5897784;-98,3310615;"swd"
"15934";1001246696;"15-095-01282";37,4889315;-98,0695944;"swd"
"15935";1001246697;"15-095-01509";37,4880203;-98,0699849;"swd"
"15973";1001246768;"15-095-01021";37,4778382;-98,0508722;"swd"
"16037";1001246971;"15-095-01300";37,4701704;-97,9842471;"swd"
"16055";1001247023;"15-095-01345";37,4715065;-98,0579592;"swd"
"16091";1001247093;"15-095-19803";37,4410525;-98,0772801;"inj"
"16170";1001247297;"15-095-01563";37,4325219;-98,1432895;"swd"
"16197";1001247351;"15-095-01567";37,4221358;-98,172307;"swd"
"16367";1001248663;"15-097-21044";37,4111768;-99,2806394;"swd"
"16458";1001252727;"15-113-02093";38,4483922;-97,58433;"swd"
"16475";1001252745;"15-113-01072";38,4411822;-97,5730611;"swd"
"16499";1001252781;"15-113-19110";38,516285;-97,6373401;"swd"
"16534";1001252870;"15-113-02265";38,4312692;-97,4786902;"swd"
"16577";1001252936;"15-113-05628";38,3922295;-97,4533285;"swd"
"16638";1001253014;"15-113-05660";38,3877306;-97,4590179;"swd"
"16720";1001253117;"15-113-05711";38,371126;-97,4770488;"swd"
"16892";1001253438;"15-113-01166";38,3951813;-97,5229222;"swd"
"16895";1001253441;"15-113-01925";38,3978734;-97,5235664;"swd"
"16926";1001253567;"15-113-05552";38,3780148;-97,5105167;"swd"
"16937";1001253607;"15-113-05794";38,3906069;-97,512981;"swd"
"17007";1001253906;"15-113-01906";38,354363;-97,510595;"swd"
"17023";1001253981;"15-113-71737";38,3967355;-97,5997836;"swd"
"17025";1001253986;"15-113-05180";38,3922026;-97,5985915;"swd"
"17032";1001253997;"15-113-02504";38,4003619;-97,5998071;"inj"
"17122";1001254398;"15-113-01391";38,29425;-97,63202;"swd"
"17166";1001254512;"15-113-01399";38,3115503;-97,7496988;"swd"
"17178";1001254528;"15-113-01893";38,2997621;-97,7485406;"swd"
"17215";1001254655;"15-113-19087";38,5609355;-97,4526751;"swd"
"17226";1001254667;"15-113-72433";38,2064098;-97,4468673;"swd"
"17228";1001254669;"15-113-72432";38,2091829;-97,4503687;"swd"
"17230";1001254671;"15-113-72431";38,2091714;-97,4457486;"inj"
"17242";1001254687;"15-113-19089";38,5573189;-97,4561221;"swd"
"17246";1001254718;"15-113-04593";38,2019223;-97,4480416;"swd"
"17404";1001255543;"15-113-05327";38,50797;-97,45818;"swd"
"17444";1001255596;"15-113-01687";38,50165;-97,43004;"swd"
"17560";1001256130;"15-119-20387";37,148409;-100,4086954;"inj"
"17662";1001263067;"15-135-70641";38,4857032;-99,6898112;"swd"
"17717";1001263180;"15-135-70803";38,4950895;-100,1166202;"swd"
"17808";1001263382;"15-135-71161";38,42442;-100,1938679;"swd"
"17845";1001263726;"15-137-20210";39,5988387;-99,6860233;"swd"
"17847";1001263765;"15-137-20249";39,7778033;-99,9817933;"swd"
"18332";1001266667;"15-145-01055";38,0656823;-99,2105451;"swd"
"18494";1001266909;"15-145-01069";38,3101459;-99,0331484;"swd"
"18618";1001267106;"15-145-00741";38,3112861;-99,3924796;"swd"
"18631";1001267148;"15-145-70040";38,327522;-99,5044385;"inj"
"18649";1001267186;"15-145-70367";38,2775959;-99,5568241;"swd"
"18665";1001267223;"15-145-01047";38,2588659;-99,0170568;"swd"
"18773";1001267419;"15-145-70033";38,1752535;-99,0825959;"swd"
"18781";1001267429;"15-145-01430";38,180715;-99,0734898;"swd"
"18803";1001267451;"15-145-00978";38,1791128;-99,0411382;"swd"
"18827";1001267579;"15-145-70706";38,0973406;-99,0005005;"swd"
"18846";1001267622;"15-145-01075";38,1734436;-99,08489;"swd"
"18853";1001267632;"15-145-01076";38,1644262;-99,0963239;"swd"
"18906";1001268044;"15-147-20259";39,9534669;-99,3341246;"swd"
"18913";1001268251;"15-147-20468";39,6151503;-99,5460446;"inj"
"19073";1001268728;"15-147-00955";39,8870166;-99,4131151;"swd"
"19110";1001268774;"15-147-00719";39,8410089;-99,4236382;"inj"
"19176";1001268920;"15-147-90231";39,6717107;-99,5212321;"inj"
"19238";1001269036;"15-147-00722";39,6163502;-99,6122719;"swd"
"19534";1001271047;"15-151-21848";37,8021612;-98,9252027;"inj"
"19595";1001271447;"15-151-10588";37,7669926;-98,6601181;"swd"
"19682";1001271562;"15-151-10673";37,7351632;-98,6768303;"swd"
"19711";1001271607;"15-151-10713";37,8108694;-98,7427431;"swd"
"19731";1001271662;"15-151-10742";37,7634419;-98,717118;"swd"
"19828";1001271795;"15-151-10824";37,7449325;-98,7434761;"swd"
"19875";1001271881;"15-151-10907";37,7982949;-98,8293257;"swd"
"19982";1001272102;"15-151-10182";37,7192893;-98,6763635;"swd"
"20335";1001272862;"15-151-71307";37,4841843;-98,720006;"swd"
"20336";1001272863;"15-151-71305";37,4842082;-98,7210399;"swd"
"20379";1001272989;"15-153-20023";39,9204998;-101,2115299;"inj"
"20386";1001273450;"15-153-20489";39,769;-101,36154;"inj"
"20387";1001273477;"15-153-20516";39,7622006;-101,3567796;"inj"
"20394";1001273560;"15-153-20599";39,9952293;-101,1112393;"inj"
"20395";1001273561;"15-153-20600";39,987703;-101,1117376;"inj"
"20396";1001273563;"15-153-20602";39,9910675;-101,0878488;"inj"
"20397";1001273564;"15-153-20603";39,9951977;-101,0928207;"inj"
"20566";1001275416;"15-155-03122";38,1122439;-97,8154771;"swd"
"20587";1001275440;"15-155-03127";38,0927913;-97,814746;"swd"
"20626";1001275518;"15-155-03213";38,1277696;-98,2133063;"swd"
"20719";1001275687;"15-155-36697";38,0784626;-97,73143;"swd"
"20773";1001275754;"15-155-36778";38,0593785;-97,7190036;"swd"
"20774";1001275755;"15-155-70274";38,0694491;-97,7165875;"swd"
"20809";1001275793;"15-155-36833";38,0441823;-97,7263127;"swd"
"20813";1001275801;"15-155-02094";38,0329784;-97,7281844;"swd"
"20872";1001275883;"15-155-70352";38,0206044;-97,7278016;"swd"
"20874";1001275885;"15-155-90170";38,0202487;-97,7281476;"swd"
"20965";1001276030;"15-155-19021";38,0304206;-97,9728111;"swd"
