"";"KID";"API_NUMBER_SIMPLE";"LATITUDE";"LONGITUDE";"swd_inj_ci"
"12378";1037336235;"15-071-20228";38,6164752;-101,7402871;"swd"
"15893";1044573531;"15-071-20252";38,3789126;-101,7334407;"swd"
"7334";1027708808;"15-071-20259";38,4350327;-101,6199726;"swd"
"9946";1033973062;"15-071-20272";38,4938529;-101,6661885;"swd"
"7177";1026691302;"15-071-20286";38,5827124;-101,7253968;"swd"
"13993";1042196729;"15-071-20287";38,5074621;-101,7311355;"swd"
"3894";1006067011;"15-071-20387";38,3647126;-101,6409405;"swd"
"3895";1006067301;"15-071-20562";38,637956;-101,9451207;"swd"
"3896";1006067352;"15-071-20594";38,5401342;-101,7312942;"swd"
"6708";1025712565;"15-071-20618";38,5247224;-102,0374891;"swd"
"7217";1027629633;"15-071-20624";38,3333026;-101,7121982;"swd"
"16027";1044630108;"15-071-20749";38,6127622;-101,6802513;"swd"
"10231";1034869994;"15-071-20757";38,4675824;-101,680161;"swd"
"10315";1034968877;"15-071-20850";38,40873;-101,71394;"swd"
"15290";1044102350;"15-073-00142";37,8239482;-96,2480561;"swd"
"9652";1033762677;"15-073-00262";37,9539784;-95,9594036;"swd"
"2184";1002915943;"15-073-00313";37,7507379;-96,0505122;"swd"
"11418";1036130857;"15-073-00590";38,0939435;-95,9786422;"swd"
"9442";1033436271;"15-073-00592";37,9710024;-96,2805734;"swd"
"10280";1034966112;"15-073-00593";37,6948238;-96,4693296;"swd"
"2186";1002916239;"15-073-01015";38,1419409;-96,1647446;"swd"
"11756";1036547738;"15-073-01016";38,1451136;-96,16837;"swd"
"7978";1029099159;"15-073-01018";38,1119532;-96,1888179;"swd"
"13387";1039802372;"15-073-01023";37,986896;-96,1089145;"swd"
"13431";1040002297;"15-073-01024";38,1511976;-96,3407289;"swd"
"13429";1040002285;"15-073-01025";38,1543254;-96,3547485;"swd"
"13522";1040722286;"15-073-01030";38,0615363;-96,2159286;"swd"
"13652";1040988847;"15-073-01048";37,9304001;-96,3992575;"swd"
"13672";1041096014;"15-073-01049";37,831519;-96,4726836;"swd"
"13978";1042195821;"15-073-01061";38,0713126;-96,2116563;"swd"
"14056";1042324835;"15-073-01063";37,8074341;-96,0714318;"swd"
"14107";1042329628;"15-073-01073";37,8230889;-96,5177945;"swd"
"14492";1043342118;"15-073-01152";38,0691938;-96,212224;"swd"
"14612";1043564838;"15-073-01219";37,7725379;-96,3807823;"swd"
"14752";1043918732;"15-073-01313";37,7673707;-95,970749;"swd"
"15105";1044059312;"15-073-01356";37,829818;-96,2564696;"swd"
"14829";1043955913;"15-073-01358";37,8623934;-96,4629059;"swd"
"14844";1043969679;"15-073-01360";37,9716401;-96,3839187;"swd"
"14914";1044000213;"15-073-01364";38,0919243;-96,201848;"swd"
"14915";1044000215;"15-073-01365";38,0900916;-96,1995577;"swd"
"14992";1044037234;"15-073-01383";37,7159586;-96,2421699;"swd"
"15097";1044057990;"15-073-01417";38,048533;-95,971048;"swd"
"15185";1044076531;"15-073-01434";37,9006618;-96,4225397;"swd"
"15238";1044091522;"15-073-01436";37,8133846;-96,5084467;"swd"
"15244";1044091985;"15-073-01459";37,8533569;-96,5102819;"swd"
"16266";1044840656;"15-073-01494";38,1457796;-96,3306406;"swd"
"15264";1044096900;"15-073-01499";37,7398071;-95,998815;"swd"
"15285";1044101164;"15-073-01532";38,1383938;-96,2442908;"swd"
"15385";1044136373;"15-073-01545";38,0635704;-95,9614164;"swd"
"15501";1044154415;"15-073-01558";38,0921741;-96,1904489;"swd"
"15502";1044154416;"15-073-01559";38,0933254;-96,1896736;"swd"
"15504";1044154418;"15-073-01560";38,041459;-95,9951129;"swd"
"15505";1044154419;"15-073-01561";37,9790945;-96,2383273;"swd"
"15506";1044154420;"15-073-01562";38,1089105;-96,0475624;"swd"
"15507";1044154422;"15-073-01563";38,0794947;-96,3865817;"swd"
"15515";1044156195;"15-073-01567";38,1062634;-96,0338192;"swd"
"15517";1044156197;"15-073-01568";38,1126921;-96,0403429;"swd"
"15518";1044156198;"15-073-01569";37,9239819;-96,2496427;"swd"
"15519";1044156200;"15-073-01570";37,956488;-96,2360778;"swd"
"15520";1044156201;"15-073-01571";38,0325208;-96,0106619;"swd"
"15521";1044156205;"15-073-01574";37,9520636;-96,2372415;"swd"
"15523";1044156207;"15-073-01575";38,0925299;-96,1897354;"swd"
"15525";1044156209;"15-073-01576";38,0596071;-95,9793965;"swd"
"15527";1044156211;"15-073-01577";37,900447;-96,4613691;"swd"
"15532";1044162219;"15-073-01584";38,0352098;-95,9962318;"swd"
"16203";1044786661;"15-073-01585";38,0218555;-96,0002223;"swd"
"15535";1044162222;"15-073-01586";37,9263181;-96,2555996;"swd"
"15536";1044162223;"15-073-01587";37,6279833;-96,2196243;"swd"
"15538";1044164352;"15-073-01592";38,097813;-96,0039289;"swd"
"18198";1046471438;"15-073-01664";38,1353103;-96,2430927;"swd"
"15785";1044235288;"15-073-01674";37,9756734;-96,3692145;"swd"
"15816";1044244731;"15-073-01714";38,1601354;-96,2559021;"swd"
"15978";1044593673;"15-073-01742";38,0350406;-95,9817859;"swd"
"15979";1044593675;"15-073-01744";37,7681919;-95,9681558;"swd"
"15980";1044593677;"15-073-01746";38,0055536;-95,9939827;"swd"
"15982";1044594008;"15-073-01748";37,9273772;-96,0791726;"swd"
"18149";1046461349;"15-073-01792";37,777571;-96,3814622;"swd"
"8837";1031519172;"15-073-19010";37,6937299;-96,2357095;"swd"
"8759";1031511369;"15-073-19061";38,1438167;-96,2524026;"swd"
"8760";1031511372;"15-073-19067";37,9654511;-96,1324748;"swd"
"8853";1031521021;"15-073-19075";37,964149;-96,1006776;"swd"
"8858";1031521443;"15-073-19085";37,969155;-96,2331203;"swd"
"8860";1031521577;"15-073-19095";37,8283208;-96,2706594;"swd"
"8861";1031521579;"15-073-19097";38,1575541;-96,3384651;"swd"
"8804";1031515158;"15-073-19111";38,1708253;-96,1265343;"swd"
"6642";1024491825;"15-073-19128";38,0540435;-95,9718823;"swd"
"7038";1026596139;"15-073-19195";38,0962457;-96,0330867;"swd"
"7039";1026596225;"15-073-19238";37,834985;-96,2473427;"swd"
"7218";1027629635;"15-073-19281";38,0531906;-96,0018045;"swd"
"8233";1030386472;"15-073-19340";37,9611345;-96,0720483;"swd"
"2274";1002919255;"15-073-19353";38,1353357;-96,2542812;"swd"
"9309";1032644432;"15-073-19414";38,1102552;-96,3386916;"swd"
"9469";1033439018;"15-073-19444";37,6150987;-96,2230638;"swd"
"9625";1033707312;"15-073-19451";37,9229337;-96,4108237;"swd"
"9688";1033763849;"15-073-19456";37,8260051;-96,2653345;"swd"
"14111";1042330149;"15-073-19463";37,9936314;-96,3628817;"swd"
"10317";1034968919;"15-073-19500";37,8729152;-96,4427138;"swd"
"10406";1035118817;"15-073-19502";38,1149585;-96,0452505;"swd"
"10510";1035941033;"15-073-19504";38,0526179;-96,4034317;"swd"
"10600";1036040721;"15-073-19505";37,896562;-96,4218515;"swd"
"11642";1036341832;"15-073-19535";37,7330674;-96,0016623;"swd"
"11847";1036763634;"15-073-19582";37,9720317;-96,0739831;"swd"
"11870";1036871649;"15-073-19590";37,9554095;-96,0073868;"swd"
"11871";1036871653;"15-073-19597";37,9690239;-96,0377369;"swd"
"11883";1036873924;"15-073-19625";37,9726045;-96,0464198;"swd"
"11887";1036874661;"15-073-19630";37,9794139;-96,0446761;"swd"
"11891";1036875862;"15-073-19655";37,961174;-96,0400353;"swd"
"11919";1036878470;"15-073-19666";37,936754;-96,0664814;"swd"
"11918";1036878456;"15-073-19667";37,9386117;-96,0572295;"swd"
"12049";1037029526;"15-073-19672";37,9957966;-96,248373;"swd"
"12455";1037343681;"15-073-19681";38,0187545;-95,9895742;"swd"
"12463";1037343827;"15-073-19710";38,0169008;-95,9817589;"swd"
"12962";1038456373;"15-073-19753";38,0830545;-95,976296;"swd"
"12990";1038514882;"15-073-19754";37,6712395;-96,4860104;"swd"
"13165";1039039023;"15-073-19796";37,9777708;-96,3823304;"swd"
"13274";1039400463;"15-073-19813";38,1632132;-96,1192235;"swd"
"13283";1039400632;"15-073-19814";38,0738079;-96,2112386;"swd"
"13371";1039742042;"15-073-19861";37,9743319;-96,1123069;"swd"
"13384";1039802127;"15-073-19978";37,9819043;-96,1220689;"swd"
"13382";1039802101;"15-073-19979";37,9649897;-96,0564495;"swd"
"13388";1039802376;"15-073-20000";37,9913836;-96,114144;"swd"
"2277";1002919629;"15-073-20016";38,1469601;-96,018862;"swd"
"14132";1042477323;"15-073-20035";38,1066541;-95,9635832;"swd"
"2279";1002919724;"15-073-20124";38,0869123;-96,2473298;"swd"
"2280";1002919757;"15-073-20171";37,8259568;-96,3203429;"swd"
"2187";1002916281;"15-073-20189";37,7957147;-96,3671399;"swd"
"2188";1002916319;"15-073-20241";38,0384534;-96,3558662;"swd"
"6622";1023967485;"15-073-20244";38,0757965;-96,2589118;"swd"
"6568";1021080579;"15-073-20332";37,9796395;-96,045964;"swd"
"14720";1043802143;"15-073-20345";37,8093413;-96,3510715;"swd"
"15253";1044092568;"15-073-20378";37,8926172;-96,4912057;"swd"
"7983";1029099216;"15-073-20382";38,0111835;-96,1620769;"swd"
"7946";1029096857;"15-073-20412";38,0056661;-96,2032078;"swd"
"8829";1031518688;"15-073-20414";37,6567656;-96,4878494;"swd"
"2192";1002916492;"15-073-20431";37,9933404;-95,9999201;"swd"
"8714";1031430512;"15-073-20447";38,096002;-95,9786269;"swd"
"2194";1002916563;"15-073-20503";38,0255117;-96,4247014;"swd"
"2195";1002916573;"15-073-20513";37,8689733;-96,1900847;"swd"
"8715";1031430514;"15-073-20530";38,0980553;-96,032706;"swd"
"2196";1002916594;"15-073-20532";37,8918313;-96,1942761;"swd"
"2197";1002916603;"15-073-20541";37,98031;-96,2473872;"swd"
"2198";1002916609;"15-073-20549";38,064626;-96,1955945;"swd"
"6715";1025715280;"15-073-20577";38,0526463;-95,9917281;"swd"
"2199";1002916642;"15-073-20582";37,6494444;-96,4878952;"swd"
"2200";1002916646;"15-073-20586";38,0286324;-95,9760215;"swd"
"2201";1002916703;"15-073-20645";38,0385488;-96,4387931;"swd"
"2202";1002916734;"15-073-20678";38,0950446;-95,9699495;"swd"
"2203";1002916738;"15-073-20682";38,1511075;-96,0216444;"swd"
"11644";1036343235;"15-073-20699";38,041094;-95,95989;"swd"
"13152";1039019998;"15-073-20764";38,0908229;-96,0354722;"swd"
"14753";1043918735;"15-073-20769";38,0492794;-96,0546822;"swd"
"2206";1002916840;"15-073-20789";38,019018;-96,3115755;"swd"
"2207";1002916859;"15-073-20812";37,8815847;-96,1763813;"swd"
"18500";1046799842;"15-073-20889";38,1408771;-95,9595121;"swd"
"2208";1002916930;"15-073-20895";38,1246576;-95,961951;"swd"
"2209";1002916938;"15-073-20903";37,8304109;-96,4715521;"swd"
"10636";1036117161;"15-073-20904";38,1168646;-96,1765792;"swd"
"16131";1044756413;"15-073-20908";37,97492;-96,3069182;"swd"
"2211";1002916947;"15-073-20911";38,1497166;-96,0844665;"swd"
"2212";1002916959;"15-073-20924";37,8756352;-96,1809491;"swd"
"6487";1008376750;"15-073-20929";38,046364;-96,4074072;"swd"
"7040";1026596265;"15-073-20930";37,7944103;-95,9858744;"swd"
"8713";1031430506;"15-073-20939";38,0329513;-96,2921617;"swd"
"14721";1043802145;"15-073-20961";38,1371774;-96,0249976;"swd"
"6716";1025715282;"15-073-20988";37,9606863;-96,1100943;"swd"
"14586";1043560448;"15-073-21002";38,0035032;-96,2107024;"swd"
"2214";1002917071;"15-073-21032";38,1324763;-96,0217858;"swd"
"6643";1024491833;"15-073-21071";37,9457762;-96,245275;"swd"
"8112";1030215050;"15-073-21095";38,0225404;-95,9716956;"swd"
"18587";1046845294;"15-073-21104";37,9639488;-96,045346;"swd"
"15319";1044117577;"15-073-21107";37,9129913;-96,4014632;"swd"
"2217";1002917200;"15-073-21181";37,9113215;-96,0318948;"swd"
"2218";1002917260;"15-073-21255";37,8991172;-96,2166834;"swd"
"2219";1002917317;"15-073-21315";37,9037994;-96,2223354;"swd"
"13352";1039408555;"15-073-21317";38,1574924;-96,2471061;"swd"
"8113";1030215052;"15-073-21332";37,9080976;-96,0152923;"swd"
"2221";1002917367;"15-073-21373";37,8981748;-96,2113682;"swd"
"8796";1031514330;"15-073-21382";37,8072688;-95,9905637;"swd"
"2222";1002917400;"15-073-21412";37,9876437;-96,1438135;"swd"
"2223";1002917402;"15-073-21414";38,145834;-96,0249378;"swd"
"2224";1002917414;"15-073-21429";37,8814962;-95,9724394;"swd"
"2225";1002917472;"15-073-21499";38,1010427;-95,9622584;"swd"
"2226";1002917480;"15-073-21507";37,9845001;-96,0218144;"swd"
"12441";1037341421;"15-073-21533";38,0917978;-96,2310997;"swd"
"8235";1030386514;"15-073-21557";37,9705579;-96,277102;"swd"
"2227";1002917539;"15-073-21593";37,9656005;-96,0677165;"swd"
"5594";1006751021;"15-073-21606";37,9632089;-96,0872427;"swd"
"9548";1033660977;"15-073-21692";37,927529;-96,2317277;"swd"
"14588";1043560859;"15-073-21754";37,6488345;-96,2216326;"swd"
"9470";1033439030;"15-073-21914";38,0964746;-95,970253;"swd"
"2229";1002917808;"15-073-21942";37,8822;-96,2427012;"swd"
"6386";1006819906;"15-073-21967";37,6171165;-96,2243313;"swd"
"14717";1043801554;"15-073-21986";38,0181774;-96,1026329;"swd"
"13625";1040862796;"15-073-22012";37,7059531;-95,9699569;"swd"
"3125";1005489280;"15-073-22016";37,6276816;-96,2195528;"swd"
"2232";1002917855;"15-073-22029";38,0686519;-96,309384;"swd"
"12725";1037989764;"15-073-22049";37,6151865;-96,2251836;"swd"
"8006";1029099797;"15-073-22072";38,0154207;-95,9744163;"swd"
"8802";1031515141;"15-073-22073";37,7187865;-96,2435895;"swd"
"8859";1031521489;"15-073-22097";37,8234521;-96,2898025;"swd"
"7979";1029099162;"15-073-22144";37,6190684;-96,223193;"swd"
"2233";1002917922;"15-073-22145";37,8631084;-96,1865274;"swd"
"7041";1026596313;"15-073-22149";38,1504222;-96,1499606;"swd"
"6382";1006819652;"15-073-22152";37,6195571;-96,2168742;"swd"
"7042";1026596359;"15-073-22198";37,7188976;-96,2444197;"swd"
"8803";1031515143;"15-073-22201";38,1147458;-96,1892156;"swd"
"18172";1046468454;"15-073-22215";37,7159361;-96,2554743;"swd"
"8830";1031518822;"15-073-22273";37,6211117;-96,2254442;"swd"
"2235";1002918015;"15-073-22275";38,133721;-96,0236917;"swd"
"2236";1002918016;"15-073-22276";38,1371774;-96,0249976;"swd"
"2237";1002918017;"15-073-22277";37,9832604;-96,1353897;"swd"
"2238";1002918020;"15-073-22281";37,9863318;-96,1342638;"swd"
"6939";1025829699;"15-073-22285";38,0983573;-96,032705;"swd"
"8831";1031518823;"15-073-22309";37,6174478;-96,2246547;"swd"
"2239";1002918069;"15-073-22351";37,8239795;-96,3147699;"swd"
"15779";1044231789;"15-073-22390";37,6128887;-96,225279;"swd"
"8833";1031518880;"15-073-22397";37,6260972;-96,224285;"swd"
"6389";1006820096;"15-073-22428";37,6229954;-96,2241728;"swd"
"5667";1006756695;"15-073-22432";37,8965212;-95,997346;"swd"
"2240";1002918139;"15-073-22449";37,997229;-96,1022953;"swd"
"11824";1036648595;"15-073-22468";37,7310995;-96,034968;"swd"
"2241";1002918203;"15-073-22544";37,7275418;-96,0371489;"swd"
"2242";1002918213;"15-073-22560";38,1574085;-96,2459656;"swd"
"2243";1002918254;"15-073-22611";37,7207446;-96,0337153;"swd"
"2244";1002918255;"15-073-22612";37,7383667;-95,9921655;"swd"
"7043";1026596757;"15-073-22624";37,9625355;-96,3959811;"swd"
"2245";1002918268;"15-073-22632";38,0055326;-96,012669;"swd"
"2246";1002918270;"15-073-22635";37,7330514;-96,0355626;"swd"
"2247";1002918276;"15-073-22644";37,7164625;-96,033653;"swd"
"2248";1002918289;"15-073-22664";37,9823126;-96,1403802;"swd"
"2249";1002918312;"15-073-22702";37,6964345;-95,9775109;"swd"
"2250";1002918358;"15-073-22787";37,7291418;-96,3262255;"swd"
"2251";1002918360;"15-073-22789";38,0187695;-95,9885683;"swd"
"6717";1025715283;"15-073-22800";37,829696;-96,3022913;"swd"
"2252";1002918369;"15-073-22804";37,9695519;-96,0640089;"swd"
"7980";1029099164;"15-073-22825";37,614934;-96,224235;"swd"
"8304";1030564975;"15-073-22833";37,6907598;-96,0102212;"swd"
"2253";1002918409;"15-073-22869";37,7925257;-96,2012192;"swd"
"2254";1002918418;"15-073-22883";37,7717321;-96,3960915;"swd"
"2255";1002918450;"15-073-22918";38,1585854;-96,2093865;"swd"
"2256";1002918452;"15-073-22920";37,9622784;-96,0064557;"swd"
"8008";1029099804;"15-073-22921";37,9603379;-96,0014986;"swd"
"5668";1006756699;"15-073-22926";37,8960789;-95,9985025;"swd"
"2257";1002918487;"15-073-22972";37,6924209;-96,0136008;"swd"
"2258";1002918489;"15-073-22975";37,7928252;-95,998688;"swd"
"16508";1044943620;"15-073-23014";38,1559748;-95,9738109;"swd"
"11343";1036124679;"15-073-23016";38,1317218;-96,0851674;"swd"
"2260";1002918541;"15-073-23033";37,8991571;-96,2198918;"swd"
"8835";1031518924;"15-073-23034";37,6450809;-96,0337966;"swd"
"10583";1036004479;"15-073-23043";38,1273741;-96,3371627;"swd"
"14589";1043560863;"15-073-23185";38,0050029;-96,2221286;"swd"
"15767";1044223575;"15-073-23199";37,6137947;-96,2207701;"swd"
"10056";1034469702;"15-073-23235";37,6102449;-96,2224026;"swd"
"7044";1026597305;"15-073-23302";38,0992877;-96,3544467;"swd"
"7981";1029099165;"15-073-23329";38,0532661;-95,963314;"swd"
"2264";1002918825;"15-073-23390";37,9892304;-96,0334103;"swd"
"2265";1002918841;"15-073-23410";37,9648113;-96,1308081;"swd"
"10057";1034469706;"15-073-23438";37,6111564;-96,2203748;"swd"
"2267";1002918949;"15-073-23526";38,0612624;-95,9677281;"swd"
"2268";1002918950;"15-073-23527";38,0307464;-95,9668852;"swd"
"2269";1002919005;"15-073-23583";38,0421385;-96,286376;"swd"
"7982";1029099167;"15-073-23591";37,9939413;-96,0088948;"swd"
"2270";1002919083;"15-073-23684";37,8183525;-96,4954775;"swd"
"2271";1002919094;"15-073-23696";37,8322494;-96,2793533;"swd"
"9208";1032443593;"15-073-23708";37,9746586;-96,0314588;"swd"
"3180";1005827495;"15-073-23732";38,1307184;-96,1753857;"swd"
"2273";1002919155;"15-073-23764";38,0193404;-96,282159;"swd"
"12553";1037649276;"15-073-23911";38,0829564;-96,2197001;"swd"
"6579";1022044019;"15-073-23919";38,0967471;-96,0378148;"swd"
"7662";1028179478;"15-073-23961";38,033671;-96,3884359;"swd"
"7663";1028179480;"15-073-23962";38,0119374;-96,385246;"swd"
"13582";1040856580;"15-073-24115";38,0309655;-96,1886816;"swd"
"13769";1041343774;"15-073-24127";37,9898429;-96,1149742;"swd"
"15195";1044079479;"15-073-24172";37,9551597;-96,3970069;"swd"
"15986";1044595621;"15-073-24185";37,7552726;-96,0481275;"swd"
"16020";1044628959;"15-073-24195";38,018127;-96,4039969;"swd"
"16187";1044773789;"15-073-24203";37,6089354;-96,2016243;"swd"
"16292";1044856986;"15-073-24217";37,7686017;-96,5198556;"swd"
"16393";1044900556;"15-073-24224";38,1546518;-96,3368626;"swd"
"16671";1045015806;"15-073-24230";38,1038733;-95,9595688;"swd"
"18110";1046444361;"15-073-24236";37,6246864;-96,2235347;"swd"
"15782";1044234469;"15-073-26045";38,0385773;-96,4389609;"swd"
"15241";1044091953;"15-073-30233";37,8678388;-96,5055672;"swd"
"11819";1036591775;"15-073-30262";37,8038827;-96,3559036;"swd"
"2275";1002919482;"15-073-30292";38,1325532;-96,0725109;"swd"
"2276";1002919492;"15-073-30302";37,9474573;-96,3530657;"swd"
"2278";1002919638;"15-073-30470";38,1469919;-96,0209406;"swd"
"2281";1002919785;"15-073-30620";37,9405488;-96,0754798;"swd"
"2282";1002919807;"15-073-30641";37,9545776;-96,374037;"swd"
"2283";1002919823;"15-073-60005";37,9728696;-96,3530686;"swd"
"5586";1006750640;"15-073-70001";37,9804832;-96,2473158;"swd"
"11195";1036123020;"15-073-70005";38,1268707;-96,2418571;"swd"
"6405";1006821320;"15-073-70034";37,8330195;-96,2911121;"swd"
"10299";1034967513;"15-073-70044";37,8472825;-96,4631268;"swd"
"5670";1006756852;"15-073-70051";37,8757995;-95,9609955;"swd"
"11196";1036123024;"15-073-70058";37,9606688;-96,1100462;"swd"
"5526";1006745312;"15-073-70063";38,1170566;-96,051993;"swd"
"5506";1006744144;"15-073-70080";38,1591319;-96,2852091;"swd"
"5527";1006745447;"15-073-70101";38,1516361;-96,0273725;"swd"
"5580";1006750498;"15-073-70117";37,9228603;-96,4072714;"swd"
"6380";1006819286;"15-073-70121";38,1597657;-96,1066592;"swd"
"5728";1006760292;"15-073-70128";37,7744331;-96,5220093;"swd"
"5544";1006747483;"15-073-70146";38,085514;-96,2097351;"swd"
"6381";1006819519;"15-073-70147";38,0884542;-95,9786828;"swd"
"6384";1006819837;"15-073-70156";37,62854;-96,2210958;"swd"
"5591";1006750695;"15-073-70170";37,9552345;-96,2320918;"swd"
"5581";1006750511;"15-073-70174";37,9900528;-96,2508757;"swd"
"5584";1006750521;"15-073-70175";37,9918974;-96,3564018;"swd"
"5560";1006748016;"15-073-70188";38,0412145;-95,9872976;"swd"
"5582";1006750512;"15-073-70194";37,9875842;-96,2565065;"swd"
"5583";1006750520;"15-073-70195";37,9918935;-96,358691;"swd"
"5597";1006751173;"15-073-70238";37,9952988;-96,0283594;"swd"
"5593";1006750815;"15-073-70240";37,9905888;-96,1368546;"swd"
"5553";1006747752;"15-073-70241";38,0136954;-96,1596801;"swd"
"5561";1006748049;"15-073-70247";38,0381619;-95,9943976;"swd"
"5519";1006745006;"15-073-70248";38,0880515;-96,2156883;"swd"
"6387";1006820086;"15-073-70276";38,0146549;-96,1630796;"swd"
"5774";1006764551;"15-073-70284";37,7140957;-96,2398703;"swd"
"6390";1006820103;"15-073-70304";37,8124804;-96,5072902;"swd"
"5574";1006750141;"15-073-70307";37,9915426;-96,3657325;"swd"
"5575";1006750143;"15-073-70312";37,9891005;-96,36411;"swd"
"6388";1006820093;"15-073-70318";37,9704335;-95,9744185;"swd"
"11197";1036123056;"15-073-70325";37,9908982;-96,2414925;"swd"
"11198";1036123059;"15-073-70351";37,9889749;-96,2471417;"swd"
"5552";1006747706;"15-073-70355";38,0423069;-96,2058089;"swd"
"10297";1034967462;"15-073-70356";38,1170788;-96,0495263;"swd"
"5514";1006744713;"15-073-70358";38,1383486;-96,1689064;"swd"
"5507";1006744158;"15-073-70407";38,1708777;-96,3524674;"swd"
"5508";1006744160;"15-073-70409";38,1690751;-96,3480606;"swd"
"5509";1006744170;"15-073-70417";38,1618584;-96,3460525;"swd"
"6421";1006822044;"15-073-70558";38,1575136;-96,2556619;"swd"
"6423";1006822236;"15-073-70559";38,1538789;-96,2511315;"swd"
"6422";1006822235;"15-073-70560";38,1575248;-96,2602498;"swd"
"5510";1006744316;"15-073-70584";38,1416176;-96,2486599;"swd"
"5511";1006744559;"15-073-70821";38,1129328;-96,3509465;"swd"
"5512";1006744584;"15-073-70852";38,0883432;-96,3102385;"swd"
"5515";1006744751;"15-073-70999";38,1419412;-96,1647758;"swd"
"5516";1006744757;"15-073-71005";38,1423542;-96,1648736;"swd"
"5517";1006744794;"15-073-71047";38,1419282;-96,2053345;"swd"
"5518";1006744846;"15-073-71106";38,128164;-96,1919089;"swd"
"6419";1006821903;"15-073-71227";38,103694;-96,1984022;"swd"
"5520";1006745206;"15-073-71518";38,1519898;-96,1279323;"swd"
"5521";1006745216;"15-073-71530";38,1543675;-96,1043346;"swd"
"5523";1006745275;"15-073-71586";38,1335205;-96,0827626;"swd"
"5524";1006745283;"15-073-71597";38,116688;-96,1334005;"swd"
"5525";1006745294;"15-073-71609";38,1271173;-96,0725636;"swd"
"5528";1006745505;"15-073-71829";38,1146878;-95,9609587;"swd"
"5529";1006745531;"15-073-71848";38,0992876;-95,9716263;"swd"
"5530";1006745532;"15-073-71849";38,1037856;-95,9657484;"swd"
"5531";1006745567;"15-073-71891";38,1111697;-96,0119738;"swd"
"5538";1006746737;"15-073-72045";38,0176682;-96,4896578;"swd"
"7943";1029096509;"15-073-72092";38,0822067;-96,3807746;"swd"
"5539";1006747086;"15-073-72436";38,0587321;-96,3015117;"swd"
"5540";1006747156;"15-073-72521";38,0372583;-96,2790419;"swd"
"5541";1006747215;"15-073-72584";38,0202213;-96,3038123;"swd"
"5542";1006747216;"15-073-72585";38,0238882;-96,3082195;"swd"
"5543";1006747461;"15-073-72831";38,013003;-96,276669;"swd"
"5545";1006747529;"15-073-72909";38,0756758;-96,2134829;"swd"
"5546";1006747530;"15-073-72910";38,0775589;-96,2180593;"swd"
"5547";1006747532;"15-073-72912";38,0849442;-96,2271399;"swd"
"5548";1006747533;"15-073-72913";38,0812554;-96,2226063;"swd"
"5549";1006747534;"15-073-72914";38,081168;-96,2157275;"swd"
"5550";1006747535;"15-073-72915";38,081168;-96,2157275;"swd"
"5551";1006747536;"15-073-72916";38,084917;-96,2248504;"swd"
"5554";1006747923;"15-073-73369";38,0586606;-95,9818879;"swd"
"6417";1006821760;"15-073-73370";38,0596603;-95,9921641;"swd"
"5558";1006747979;"15-073-73385";38,0410451;-95,9729526;"swd"
"5559";1006747996;"15-073-73401";38,0458688;-95,9749288;"swd"
"6429";1006822472;"15-073-73429";38,0468081;-95,9806632;"swd"
"5562";1006748060;"15-073-73471";38,031547;-95,9932715;"swd"
"5563";1006748075;"15-073-73484";38,0348606;-95,9656861;"swd"
"5564";1006748163;"15-073-73532";38,0207299;-96,0023392;"swd"
"5576";1006750221;"15-073-73662";37,9754572;-96,3819687;"swd"
"5577";1006750370;"15-073-73803";37,9545234;-96,3809725;"swd"
"5578";1006750381;"15-073-73821";37,9428033;-96,3868947;"swd"
"5579";1006750390;"15-073-73830";37,9464158;-96,3822829;"swd"
"6431";1006822831;"15-073-73903";37,9372003;-96,40051;"swd"
"5585";1006750562;"15-073-74059";37,9275747;-96,2634208;"swd"
"5587";1006750641;"15-073-74161";37,9766557;-96,2496682;"swd"
"5588";1006750651;"15-073-74180";37,9712308;-96,1661729;"swd"
"5589";1006750653;"15-073-74182";37,974809;-96,1615992;"swd"
"5590";1006750671;"15-073-74204";37,9565703;-96,2360773;"swd"
"5592";1006750784;"15-073-74338";37,9853846;-96,1386258;"swd"
"6420";1006821905;"15-073-74456";37,9821914;-96,0811819;"swd"
"5595";1006751035;"15-073-74594";37,9598792;-96,1158606;"swd"
"5596";1006751167;"15-073-74727";37,9934188;-96,0091134;"swd"
"5598";1006751175;"15-073-74740";37,9916793;-96,0158731;"swd"
"5599";1006751263;"15-073-74814";37,9391961;-95,9607455;"swd"
"5600";1006751286;"15-073-74827";37,9335409;-96,0155062;"swd"
"5601";1006751290;"15-073-74832";37,9209445;-96,0264948;"swd"
"5602";1006751295;"15-073-74837";37,9106215;-96,024934;"swd"
"5603";1006751317;"15-073-74860";37,9152177;-95,9993136;"swd"
"5654";1006756160;"15-073-74890";37,887859;-96,4843682;"swd"
"3133";1005701388;"15-073-74893";37,8942733;-96,4853599;"swd"
"5655";1006756170;"15-073-74897";37,875037;-96,4778016;"swd"
"5656";1006756172;"15-073-74899";37,8777156;-96,4810871;"swd"
"5658";1006756179;"15-073-74906";37,8723006;-96,4913754;"swd"
"5659";1006756184;"15-073-74912";37,8690098;-96,5073146;"swd"
"5660";1006756265;"15-073-75010";37,8259674;-96,4877718;"swd"
"5662";1006756342;"15-073-75091";37,9015418;-96,453181;"swd"
"5663";1006756400;"15-073-75162";37,8742885;-96,4630496;"swd"
