"";"KID";"API_NUMBER_SIMPLE";"LATITUDE";"LONGITUDE";"swd_inj_ci"
"5533";1006746530;"15-015-70524";38,0151001;-97,0705621;"swd"
"5534";1006746546;"15-015-70565";38,0784104;-96,9987978;"swd"
"5535";1006746557;"15-015-70580";38,0583438;-97,0245755;"swd"
"5536";1006746578;"15-015-70608";38,0482285;-97,0183766;"swd"
"5537";1006746602;"15-015-70638";38,0365681;-97,0244233;"swd"
"5402";1006513302;"15-015-70871";37,9843248;-97,0567968;"swd"
"7959";1029098544;"15-015-70968";37,9821142;-97,0406405;"swd"
"5807";1006769347;"15-015-71211";37,5663432;-96,5377237;"swd"
"5753";1006763793;"15-015-71220";37,6676611;-97,0012102;"swd"
"7307";1027706050;"15-015-71231";37,9067495;-97,0486649;"swd"
"6598";1023151703;"15-015-71568";37,862492;-96,9857586;"swd"
"5609";1006753725;"15-015-71743";37,8441901;-96,9881289;"swd"
"5610";1006753754;"15-015-71827";37,8357818;-96,9547671;"swd"
"7540";1028090125;"15-015-71831";37,8302844;-96,9548217;"swd"
"6599";1023154888;"15-015-71865";37,8343858;-96,9374704;"swd"
"5611";1006753798;"15-015-71877";37,9025897;-96,8472973;"swd"
"5612";1006753814;"15-015-71897";37,9062251;-96,8564844;"swd"
"5613";1006753831;"15-015-71919";37,8977249;-96,8743804;"swd"
"5614";1006753840;"15-015-71929";37,8998483;-96,8689868;"swd"
"5615";1006753851;"15-015-71941";37,8980593;-96,8965417;"swd"
"5616";1006753882;"15-015-71983";37,8944409;-96,9285253;"swd"
"5617";1006753899;"15-015-72001";37,8944159;-96,914772;"swd"
"5618";1006753907;"15-015-72009";37,8953413;-96,9022402;"swd"
"5619";1006754067;"15-015-72169";37,8845714;-96,8977104;"swd"
"5620";1006754068;"15-015-72170";37,8917464;-96,9022431;"swd"
"5621";1006754071;"15-015-72173";37,8881238;-96,9113342;"swd"
"5622";1006754072;"15-015-72174";37,8845418;-96,9067872;"swd"
"5623";1006754081;"15-015-72182";37,8881515;-96,9022459;"swd"
"5624";1006754083;"15-015-72184";37,8908378;-96,9056551;"swd"
"5625";1006754084;"15-015-72185";37,8953413;-96,9022402;"swd"
"5626";1006754086;"15-015-72187";37,8881653;-96,8977018;"swd"
"5627";1006754087;"15-015-72188";37,8917335;-96,9067929;"swd"
"5628";1006754088;"15-015-72189";37,8953174;-96,9113514;"swd"
"5629";1006754094;"15-015-72195";37,8881515;-96,9022459;"swd"
"5630";1006754102;"15-015-72203";37,8962239;-96,9056611;"swd"
"5632";1006754188;"15-015-72292";37,8881672;-96,893114;"swd"
"5633";1006754210;"15-015-72316";37,8926351;-96,8803825;"swd"
"5634";1006754230;"15-015-72340";37,8763063;-96,8712228;"swd"
"5636";1006754552;"15-015-72667";37,8573451;-96,8852354;"swd"
"5637";1006754706;"15-015-72821";37,8663065;-96,88386;"swd"
"5638";1006754759;"15-015-72864";37,8544709;-96,8824092;"swd"
"5639";1006754836;"15-015-72902";37,8626729;-96,8746469;"swd"
"5640";1006754884;"15-015-72949";37,8582983;-96,8736999;"swd"
"5641";1006754912;"15-015-72978";37,8421481;-96,8729029;"swd"
"5642";1006754986;"15-015-73052";37,8518039;-96,8655246;"swd"
"5643";1006755474;"15-015-73503";37,848455;-96,9113792;"swd"
"5644";1006755556;"15-015-73578";37,8410696;-96,9250917;"swd"
"5645";1006755557;"15-015-73579";37,8483974;-96,9228383;"swd"
"5646";1006755558;"15-015-73580";37,8483322;-96,9297019;"swd"
"5647";1006755559;"15-015-73581";37,8446859;-96,9296885;"swd"
"5648";1006755560;"15-015-73582";37,8446859;-96,9296885;"swd"
"5649";1006755562;"15-015-73584";37,8410396;-96,9296751;"swd"
"5650";1006755570;"15-015-73592";37,8447227;-96,925109;"swd"
"5651";1006755597;"15-015-73618";37,8274588;-96,9216495;"swd"
"5652";1006755781;"15-015-73800";37,8274157;-96,9307563;"swd"
"5653";1006755980;"15-015-74000";37,8383184;-96,8906208;"swd"
"5677";1006758751;"15-015-74432";37,8102637;-96,9482011;"swd"
"5678";1006758824;"15-015-74509";37,8203058;-96,9791653;"swd"
"5679";1006758854;"15-015-74542";37,8240797;-97,0180587;"swd"
"3134";1005702265;"15-015-74549";37,8204118;-97,0134094;"swd"
"5681";1006758888;"15-015-74598";37,8066856;-96,9754896;"swd"
"5682";1006758911;"15-015-74625";37,7982722;-96,9583045;"swd"
"5683";1006758928;"15-015-74643";37,8096774;-96,9613408;"swd"
"5684";1006758929;"15-015-74644";37,8030365;-96,9617528;"swd"
"5685";1006758931;"15-015-74646";37,8031189;-96,9617534;"swd"
"5686";1006758932;"15-015-74647";37,8029281;-96,9572358;"swd"
"5687";1006758946;"15-015-74656";37,8048061;-96,9686325;"swd"
"5688";1006758948;"15-015-74658";37,8048061;-96,9686325;"swd"
"5689";1006758950;"15-015-74660";37,8017007;-96,9375719;"swd"
"5690";1006759050;"15-015-74757";37,7930158;-96,9740567;"swd"
"5691";1006759051;"15-015-74758";37,7929561;-96,9763503;"swd"
"5692";1006759065;"15-015-74772";37,7948958;-96,9843651;"swd"
"5693";1006759107;"15-015-74836";37,776447;-96,9443433;"swd"
"5694";1006759127;"15-015-74869";37,8235065;-96,8796773;"swd"
"5695";1006759138;"15-015-74880";37,8210753;-96,8824189;"swd"
"5696";1006759185;"15-015-74927";37,8201482;-96,8871154;"swd"
"5697";1006759352;"15-015-75098";37,8139781;-96,9185749;"swd"
"5699";1006759403;"15-015-75158";37,8055569;-96,8995165;"swd"
"5700";1006759424;"15-015-75181";37,8082606;-96,8823489;"swd"
"5701";1006759446;"15-015-75208";37,7863588;-96,8959993;"swd"
"5702";1006759518;"15-015-75272";37,7835626;-96,9198895;"swd"
"5703";1006759530;"15-015-75284";37,7827495;-96,927562;"swd"
"5704";1006759533;"15-015-75287";37,7826899;-96,9231694;"swd"
"5705";1006759556;"15-015-75311";37,7682844;-96,9319453;"swd"
"5706";1006759558;"15-015-75313";37,7719142;-96,9319411;"swd"
"5707";1006759613;"15-015-75370";37,777336;-96,9275337;"swd"
"5708";1006759748;"15-015-75505";37,7734401;-96,8980027;"swd"
"5709";1006759767;"15-015-75528";37,7545603;-96,8421553;"swd"
"5710";1006759769;"15-015-75530";37,7618108;-96,8443801;"swd"
"5711";1006759774;"15-015-75535";37,7536482;-96,8455923;"swd"
"5712";1006759776;"15-015-75537";37,7657532;-96,8438974;"swd"
"5713";1006759832;"15-015-75587";37,7501572;-96,9120408;"swd"
"5714";1006759839;"15-015-75595";37,7501013;-96,9051544;"swd"
"5715";1006759841;"15-015-75598";37,7465136;-96,909751;"swd"
"5716";1006759849;"15-015-75606";37,741349;-96,8481606;"swd"
"5717";1006759868;"15-015-75633";37,8238343;-96,7718476;"swd"
"5718";1006759881;"15-015-75659";37,7928078;-96,7993527;"swd"
"5719";1006759893;"15-015-75677";37,7645074;-96,8409241;"swd"
"5720";1006759918;"15-015-75715";37,7382123;-96,7739034;"swd"
"5721";1006759955;"15-015-75783";37,7774744;-96,6382263;"swd"
"5722";1006759980;"15-015-75813";37,7604375;-96,6464747;"swd"
"5724";1006760168;"15-015-75914";37,7910031;-96,5427488;"swd"
"5725";1006760188;"15-015-75935";37,7898467;-96,537153;"swd"
"5730";1006760305;"15-015-76039";37,7591801;-96,557707;"swd"
"5748";1006763662;"15-015-76163";37,7314348;-97,0380079;"swd"
"5749";1006763665;"15-015-76166";37,7296129;-97,0358217;"swd"
"5750";1006763668;"15-015-76172";37,7139194;-96,9916925;"swd"
"5751";1006763719;"15-015-76217";37,697482;-96,9848243;"swd"
"5752";1006763786;"15-015-76287";37,666542;-96,9597992;"swd"
"5754";1006763798;"15-015-76295";37,6786075;-96,9997154;"swd"
"5755";1006763906;"15-015-76426";37,6839129;-96,8665183;"swd"
"5756";1006763951;"15-015-76477";37,6512236;-96,86546;"swd"
"5757";1006763979;"15-015-76509";37,6557688;-96,859769;"swd"
"5758";1006764014;"15-015-76547";37,7283486;-96,8001942;"swd"
"5759";1006764041;"15-015-76578";37,7102013;-96,8001546;"swd"
"5760";1006764054;"15-015-76591";37,7191974;-96,7749939;"swd"
"3137";1005703542;"15-015-76592";37,7210115;-96,7761336;"swd"
"5761";1006764093;"15-015-76647";37,6875325;-96,8093024;"swd"
"5762";1006764099;"15-015-76651";37,6911536;-96,8127556;"swd"
"5763";1006764104;"15-015-76656";37,6857226;-96,8081297;"swd"
"5764";1006764121;"15-015-76670";37,6848138;-96,809302;"swd"
"3110";1005454602;"15-015-76684";37,6909361;-96,8026121;"swd"
"5765";1006764159;"15-015-76710";37,6810256;-96,7727303;"swd"
"5766";1006764184;"15-015-76739";37,6773869;-96,773863;"swd"
"5767";1006764288;"15-015-76871";37,6960128;-96,6310998;"swd"
"5768";1006764291;"15-015-76874";37,7033588;-96,6265276;"swd"
"5769";1006764324;"15-015-76917";37,6886392;-96,6402172;"swd"
"3051";1005421645;"15-015-76948";37,6731032;-96,6549255;"swd"
"5770";1006764393;"15-015-76996";37,6566171;-96,6754527;"swd"
"5780";1006768558;"15-015-77232";37,6294024;-96,9999524;"swd"
"5781";1006768611;"15-015-77278";37,6321066;-96,9624116;"swd"
"5782";1006768636;"15-015-77298";37,6303255;-96,9691039;"swd"
"5783";1006768646;"15-015-77301";37,6194385;-96,9691865;"swd"
"5784";1006768682;"15-015-77336";37,6121885;-96,9943308;"swd"
"5785";1006768686;"15-015-77340";37,6112537;-97,0000434;"swd"
"5786";1006768694;"15-015-77348";37,6130413;-97,0069011;"swd"
"5787";1006768709;"15-015-77364";37,6103401;-97,0126076;"swd"
"5788";1006768714;"15-015-77369";37,6094257;-97,0114599;"swd"
"5789";1006768720;"15-015-77375";37,6085825;-97,0194741;"swd"
"5790";1006768745;"15-015-77404";37,6203051;-97,0183347;"swd"
"5791";1006768781;"15-015-77441";37,5949653;-97,0183517;"swd"
"5792";1006768936;"15-015-77637";37,5940158;-96,8415983;"swd"
"5793";1006769010;"15-015-77707";37,5867812;-96,8643706;"swd"
"1621";1002888954;"15-015-77766";37,6473708;-96,7211131;"swd"
"5794";1006769072;"15-015-77782";37,6437787;-96,7691536;"swd"
"5795";1006769074;"15-015-77784";37,6383208;-96,7668635;"swd"
"3138";1005704753;"15-015-77836";37,6132156;-96,7920397;"swd"
"5797";1006769230;"15-015-78017";37,6043244;-96,6458079;"swd"
"5798";1006769259;"15-015-78046";37,5900176;-96,6067843;"swd"
"5800";1006769291;"15-015-78075";37,6115373;-96,5308354;"swd"
"5802";1006769307;"15-015-78093";37,5928727;-96,5355729;"swd"
"5803";1006769313;"15-015-78100";37,6034461;-96,5331755;"swd"
"5804";1006769314;"15-015-78102";37,5975894;-96,5359065;"swd"
"5805";1006769319;"15-015-78107";37,6001928;-96,5382001;"swd"
"5821";1006772234;"15-015-78184";37,5522127;-97,0327678;"swd"
"5822";1006772272;"15-015-78228";37,5275799;-96,9408137;"swd"
"5823";1006772277;"15-015-78232";37,5213801;-96,9967695;"swd"
"5825";1006772451;"15-015-78437";37,5422659;-96,9262436;"swd"
"5826";1006772622;"15-015-78628";37,5078773;-96,8403147;"swd"
"5827";1006772646;"15-015-78652";37,496955;-96,8267118;"swd"
"5828";1006772661;"15-015-78667";37,5033161;-96,8369026;"swd"
"5829";1006772671;"15-015-78678";37,5023941;-96,833489;"swd"
"5830";1006772768;"15-015-78792";37,5612163;-96,7587486;"swd"
"6393";1006820284;"15-015-78810";37,5565997;-96,7666606;"swd"
"5831";1006772787;"15-015-78812";37,5511751;-96,7713381;"swd"
"3140";1005705715;"15-015-78857";37,5367701;-96,796281;"swd"
"5833";1006772829;"15-015-78870";37,5449123;-96,7838011;"swd"
"5834";1006772961;"15-015-79027";37,5245379;-96,6433069;"swd"
"5837";1006773018;"15-015-79087";37,5137991;-96,5493294;"swd"
"11159";1036122697;"15-015-90002";37,797344;-96,9457635;"swd"
"11160";1036122698;"15-015-90007";37,6465148;-96,7268148;"swd"
"10947";1036121317;"15-015-90013";37,8283826;-96,9182081;"swd"
"11161";1036122701;"15-015-90019";37,7682539;-96,9364191;"swd"
"11162";1036122703;"15-015-90023";37,7210001;-96,7681119;"swd"
"11163";1036122704;"15-015-90277";37,8410546;-96,9273834;"swd"
"11168";1036122736;"15-015-90309";37,7501758;-96,9143363;"swd"
"11169";1036122737;"15-015-90316";37,7574499;-96,6541033;"swd"
"11170";1036122738;"15-015-90325";37,7465275;-96,9120484;"swd"
"11004";1036122138;"15-015-90688";37,8633879;-96,9822887;"swd"
"11005";1036122141;"15-015-90693";37,6178856;-96,6560919;"swd"
"11006";1036122144;"15-015-90696";37,8574908;-96,9228593;"swd"
"11007";1036122146;"15-015-90699";37,6302941;-97,003372;"swd"
"11008";1036122147;"15-015-90701";37,6178856;-96,6560919;"swd"
"11009";1036122150;"15-015-90706";37,6034165;-96,5342141;"swd"
"10273";1034877000;"15-015-90710";37,5986236;-97,031685;"swd"
"11010";1036122151;"15-015-90713";37,6033898;-96,5296612;"swd"
"3112";1005455010;"15-015-90732";37,4996729;-96,8323773;"swd"
"11011";1036122157;"15-015-90733";37,7191974;-96,7749939;"swd"
"10129";1034511840;"15-015-90735";37,7683577;-96,635918;"swd"
"11012";1036122158;"15-015-90736";37,7255533;-96,7806734;"swd"
"10948";1036121336;"15-015-90746";37,8505801;-97,0464793;"swd"
"11013";1036122169;"15-015-90765";37,6031724;-97,0327772;"swd"
"10130";1034511843;"15-015-90770";37,7619984;-96,648435;"swd"
"11014";1036122180;"15-015-90781";37,4829558;-97,0168685;"swd"
"11015";1036122189;"15-015-90795";38,0167596;-96,9274283;"swd"
"11016";1036122194;"15-015-90804";37,8286497;-97,0189821;"swd"
"10131";1034511844;"15-015-90807";37,761092;-96,6449959;"swd"
"11017";1036122196;"15-015-90812";37,7919009;-96,8005069;"swd"
"11018";1036122197;"15-015-90813";37,9080563;-96,867893;"swd"
"10949";1036121339;"15-015-90815";37,6013518;-97,0327683;"swd"
"11019";1036122198;"15-015-90819";37,7629036;-96,6564597;"swd"
"11020";1036122199;"15-015-90820";37,7912257;-96,976315;"swd"
"11021";1036122200;"15-015-90822";37,7120286;-96,8024417;"swd"
"11022";1036122201;"15-015-90823";37,8283463;-96,9365386;"swd"
"11023";1036122202;"15-015-90825";37,6104012;-97,0217629;"swd"
"11024";1036122203;"15-015-90826";37,7111165;-96,983717;"swd"
"14355";1042956817;"15-015-90830";37,6134596;-97,0142426;"swd"
"11025";1036122204;"15-015-90831";37,8046608;-96,9412717;"swd"
"11026";1036122205;"15-015-90837";37,6251078;-96,6675281;"swd"
"11027";1036122206;"15-015-90840";37,5231484;-96,811226;"swd"
"11038";1036122246;"15-015-90847";37,7323452;-97,0412953;"swd"
"11039";1036122247;"15-015-90852";37,8995872;-97,0395342;"swd"
"11040";1036122248;"15-015-90853";37,6176005;-96,9669066;"swd"
"11041";1036122249;"15-015-90858";37,9852965;-96,9058664;"swd"
"10274";1034877001;"15-015-90859";37,602221;-97,0297589;"swd"
"10269";1034873484;"15-015-90863";37,6881267;-96,6413207;"swd"
"11042";1036122251;"15-015-90864";37,9158743;-97,0282087;"swd"
"11043";1036122252;"15-015-90872";37,5666824;-96,7587688;"swd"
"11044";1036122255;"15-015-90885";37,6194002;-97,0126361;"swd"
"11045";1036122256;"15-015-90888";37,8506393;-96,9915447;"swd"
"11331";1036124524;"15-015-90892";37,706587;-96,9848411;"swd"
"6478";1008362067;"15-015-90893";37,8122067;-96,8814024;"swd"
"11046";1036122257;"15-015-90894";37,7093249;-96,9860022;"swd"
"11047";1036122258;"15-015-90898";37,8128472;-96,937932;"swd"
"11048";1036122259;"15-015-90902";37,5250046;-97,0059235;"swd"
"11049";1036122260;"15-015-90908";37,6992929;-96,7910038;"swd"
"11050";1036122261;"15-015-90910";37,7483741;-96,5950821;"swd"
"11051";1036122263;"15-015-90912";37,5304955;-97,0036259;"swd"
"11052";1036122265;"15-015-90917";37,4982568;-96,5838053;"swd"
"11053";1036122266;"15-015-90923";37,7341633;-97,0390947;"swd"
"11054";1036122267;"15-015-90929";37,5087778;-96,8391754;"swd"
"11055";1036122269;"15-015-90932";38,0393765;-97,0487862;"swd"
"11056";1036122270;"15-015-90936";37,6103248;-97,0103188;"swd"
"11057";1036122271;"15-015-90937";37,7936782;-96,8846451;"swd"
"11058";1036122272;"15-015-90940";37,8212195;-96,9757643;"swd"
"11059";1036122273;"15-015-90941";37,8355921;-96,8723562;"swd"
"10008";1033978322;"15-015-90942";37,5245441;-96,6250851;"swd"
"11060";1036122274;"15-015-90947";37,7156373;-96,7978783;"swd"
"11061";1036122275;"15-015-90948";37,8935252;-96,9090708;"swd"
"11062";1036122276;"15-015-90952";37,8066326;-96,9686761;"swd"
"11063";1036122277;"15-015-90956";37,801037;-96,9571928;"swd"
"10214";1034776206;"15-015-90957";37,6920639;-96,8047177;"swd"
"11064";1036122301;"15-015-90962";37,5377453;-97,0036136;"swd"
"10950";1036121340;"15-015-90963";37,6351606;-96,6480543;"swd"
"11065";1036122302;"15-015-90966";37,6392373;-96,7658594;"swd"
"10285";1034966473;"15-015-90972";37,4869804;-96,8347551;"swd"
"11066";1036122303;"15-015-90976";38,0178469;-97,0739843;"swd"
"11067";1036122304;"15-015-90977";37,6103195;-97,0057483;"swd"
"11068";1036122305;"15-015-90986";37,8356083;-96,8906323;"swd"
"11069";1036122306;"15-015-90987";37,8995872;-97,0395342;"swd"
"11070";1036122307;"15-015-90989";37,859615;-96,9661924;"swd"
"11071";1036122308;"15-015-90990";37,6103248;-97,0103188;"swd"
"11072";1036122309;"15-015-90991";37,6106074;-96,6560651;"swd"
"10951";1036121341;"15-015-90995";37,9014008;-97,0395347;"swd"
"10289";1034966852;"15-015-91017";37,4791265;-96,5377824;"swd"
"14360";1043015251;"15-015-91067";37,6057507;-97,0004043;"swd"
"11073";1036122313;"15-015-91076";37,879052;-96,8723554;"swd"
"11074";1036122314;"15-015-91086";37,7191897;-96,7658369;"swd"
"10014";1034047630;"15-015-91107";37,90548;-96,86354;"swd"
"10218";1034869645;"15-017-00012";38,4853398;-96,7180684;"swd"
"16857";1045092427;"15-017-00069";38,3883228;-96,8053119;"swd"
"12953";1038452279;"15-017-19023";38,18993;-96,35768;"swd"
"16858";1045092429;"15-017-19055";38,1038245;-96,360005;"swd"
"16859";1045092431;"15-017-19057";38,1021126;-96,3680594;"swd"
"8021";1029100546;"15-017-20546";38,3716305;-96,6790347;"swd"
"6620";1023930619;"15-017-20758";38,34588;-96,61926;"swd"
"1796";1002894544;"15-017-20772";38,48764;-96,69671;"swd"
"8099";1030214854;"15-017-20853";38,20142;-96,74553;"swd"
"8558";1031314809;"15-017-20866";38,391152;-96,8044618;"swd"
"13565";1040851085;"15-017-20894";38,3729144;-96,8019217;"swd"
"16876";1045097808;"15-017-20922";38,3549961;-96,8134787;"swd"
"7875";1028643876;"15-017-30000";38,0866432;-96,3682123;"swd"
"14861";1043978623;"15-017-30064";38,1102411;-96,3634063;"swd"
"5482";1006740393;"15-017-70115";38,3718921;-96,3651751;"swd"
"1797";1002894561;"15-017-70142";38,2613647;-96,475935;"swd"
"5504";1006744093;"15-017-70244";38,1093196;-96,3747058;"swd"
"1799";1002894638;"15-019-00063";37,2203291;-96,2619205;"swd"
"8664";1031373636;"15-019-00113";37,2495239;-96,2708732;"swd"
"8958";1031536900;"15-019-00128";37,1202549;-96,1722803;"swd"
"6664";1025685926;"15-019-01004";37,0471273;-96,3298994;"swd"
"8012";1029100220;"15-019-01024";37,2668244;-96,4434008;"swd"
"7813";1028642176;"15-019-01032";37,0328402;-96,1405802;"swd"
"7814";1028642178;"15-019-01033";37,0133633;-96,0621696;"swd"
"14405";1043124638;"15-019-01041";37,2793449;-96,3820615;"swd"
"7947";1029097252;"15-019-19013";37,1458744;-96,2639058;"swd"
"16184";1044773503;"15-019-19022";37,2997095;-96,0748768;"swd"
"8205";1030281511;"15-019-19057";37,1767373;-96,0366259;"swd"
"8801";1031515114;"15-019-19077";37,0670297;-96,1887423;"swd"
"7538";1028051551;"15-019-19085";37,0815142;-95,9819811;"swd"
"6665";1025685936;"15-019-19102";37,1215757;-96,2497156;"swd"
"7149";1026657804;"15-019-19116";37,0570691;-96,2034168;"swd"
"7554";1028094816;"15-019-19122";37,1170211;-96,1627952;"swd"
"8270";1030455627;"15-019-19177";37,0652032;-96,1969779;"swd"
"8377";1030614549;"15-019-19182";37,2406933;-96,30263;"swd"
"9299";1032644230;"15-019-19252";37,0938217;-96,1210141;"swd"
"12545";1037649160;"15-019-19309";37,2875208;-96,0842281;"swd"
"15273";1044100776;"15-019-19319";37,2487699;-96,2835109;"swd"
"11631";1036285929;"15-019-19340";37,0783793;-96,1943346;"swd"
"16506";1044943603;"15-019-19345";37,2516871;-96,3174938;"swd"
"12043";1037029033;"15-019-19469";37,1371253;-96,1426831;"swd"
"12656";1037887311;"15-019-19485";37,058633;-96,1533128;"swd"
"12794";1038099024;"15-019-19493";37,1287084;-96,1241135;"swd"
"12796";1038099039;"15-019-19494";37,127482;-96,1239732;"swd"
"12793";1038099023;"15-019-19495";37,1321823;-96,1262849;"swd"
"12795";1038099026;"15-019-19499";37,1228475;-96,1235579;"swd"
"12926";1038338777;"15-019-19526";37,0482226;-96,1362302;"swd"
"13214";1039253752;"15-019-19578";37,0991367;-96,5233633;"swd"
"13412";1040001260;"15-019-19584";37,2827861;-96,1148112;"swd"
"13536";1040724194;"15-019-19627";37,0463041;-96,1978344;"swd"
"13559";1040792392;"15-019-19629";37,2928733;-96,282285;"swd"
"13770";1041343776;"15-019-19670";37,1860241;-96,3281146;"swd"
"14204";1042553990;"15-019-19695";37,0470769;-96,1438287;"swd"
"14015";1042199490;"15-019-19712";37,062604;-96,1795434;"swd"
"14094";1042327623;"15-019-19719";37,1729215;-96,3332952;"swd"
"14159";1042540490;"15-019-19743";37,0653976;-96,1565048;"swd"
"14314";1042914486;"15-019-19751";37,1417141;-96,2630619;"swd"
"14466";1043238995;"15-019-19761";37,1038414;-96,1885611;"swd"
"14737";1043914584;"15-019-19809";37,1714825;-96,2281264;"swd"
"14769";1043928844;"15-019-19814";37,0366886;-96,1425989;"swd"
"14869";1043982312;"15-019-19832";37,2412665;-96,311259;"swd"
"14870";1043982313;"15-019-19833";37,241093;-96,3107277;"swd"
"14918";1044003889;"15-019-19852";37,1462521;-96,1111529;"swd"
"14994";1044038930;"15-019-19865";37,1480494;-96,0422746;"swd"
"15004";1044041014;"15-019-19866";37,0026331;-96,3346134;"swd"
"15274";1044100780;"15-019-19896";37,2500561;-96,2777224;"swd"
"15297";1044105068;"15-019-19901";37,0389579;-96,1785842;"swd"
"15427";1044140021;"15-019-19940";37,2683095;-96,3694318;"swd"
"15429";1044140023;"15-019-19941";37,2164741;-96,3118786;"swd"
"15430";1044140024;"15-019-19942";37,070705;-96,3720907;"swd"
"15431";1044140025;"15-019-19943";37,0767167;-96,3718335;"swd"
"15432";1044140026;"15-019-19944";37,2728801;-96,1254299;"swd"
"15441";1044140507;"15-019-19945";37,2582848;-96,0935978;"swd"
"14738";1043914585;"15-019-20011";37,1712324;-96,2302106;"swd"
"6783";1025766452;"15-019-20066";37,1650435;-96,2255664;"swd"
"1801";1002894915;"15-019-20091";37,0168535;-96,237842;"swd"
"7966";1029099083;"15-019-20103";37,2651541;-96,351828;"swd"
"14081";1042327189;"15-019-20119";37,0750883;-96,0871986;"swd"
"1802";1002894925;"15-019-20134";37,1622384;-96,2345108;"swd"
"10219";1034869655;"15-019-20145";37,093629;-95,9655138;"swd"
"1803";1002894936;"15-019-20172";37,2389845;-96,3158547;"swd"
"15433";1044140027;"15-019-20194";37,1206784;-96,1687916;"swd"
"1804";1002894942;"15-019-20205";37,2781225;-96,2206965;"swd"
"1805";1002894947;"15-019-20219";37,2912165;-96,2742905;"swd"
"1806";1002894974;"15-019-20262";37,2690705;-96,2229093;"swd"
"14959";1044026817;"15-019-20276";37,2563782;-96,2295891;"swd"
"14503";1043343674;"15-019-20293";37,0804028;-96,1979709;"swd"
"1809";1002895011;"15-019-20304";37,1659213;-96,2319425;"swd"
"1810";1002895025;"15-019-20321";37,171852;-96,2243568;"swd"
"14403";1043124621;"15-019-20328";37,2413239;-96,3138887;"swd"
"1811";1002895032;"15-019-20329";37,2813706;-96,4900374;"swd"
"11935";1036879359;"15-019-20406";37,1839569;-96,0178579;"swd"
"15939";1044583874;"15-019-20422";37,1557281;-96,0493153;"swd"
"1813";1002895194;"15-019-20505";37,0182741;-96,2343592;"swd"
"1814";1002895204;"15-019-20515";37,1538879;-96,0497128;"swd"
"1815";1002895233;"15-019-20548";37,0938217;-96,1210141;"swd"
"7815";1028642194;"15-019-20549";37,1632128;-96,1108793;"swd"
"3118";1005456360;"15-019-20559";37,0765408;-96,1716627;"swd"
"14797";1043940879;"15-019-20646";37,26216;-96,4450797;"swd"
"13051";1038697778;"15-019-20725";37,251102;-96,0663277;"swd"
"14960";1044026818;"15-019-20755";37,0697645;-96,2867761;"swd"
"15434";1044140029;"15-019-20826";37,0385487;-96,3286086;"swd"
"7957";1029098151;"15-019-20833";37,094903;-96,045238;"swd"
"6030";1006790086;"15-019-20895";37,0343881;-96,3749607;"swd"
"15442";1044140508;"15-019-20918";37,0935423;-96,0453097;"swd"
"8784";1031513752;"15-019-20921";37,0746214;-96,2820634;"swd"
"16251";1044826769;"15-019-20935";37,1594709;-96,0331836;"swd"
"16103";1044718949;"15-019-20937";37,0846671;-96,1411845;"swd"
"12889";1038329345;"15-019-20955";37,1192718;-95,9836293;"swd"
"8005";1029099758;"15-019-20962";37,1133316;-96,0577843;"swd"
"14489";1043342075;"15-019-20992";37,0845178;-96,2597563;"swd"
"8322";1030570944;"15-019-21074";37,2810534;-96,3794957;"swd"
"6788";1025768124;"15-019-21094";37,1571538;-96,1276816;"swd"
"1819";1002895491;"15-019-21153";37,2677271;-96,2890278;"swd"
"14871";1043982314;"15-019-21184";37,2681195;-96,3543896;"swd"
"1821";1002895509;"15-019-21200";37,2875572;-96,2708865;"swd"
"10220";1034869657;"15-019-21240";37,2347629;-96,316234;"swd"
"18099";1046441813;"15-019-21243";37,2426677;-96,0434633;"swd"
"14966";1044030710;"15-019-21319";37,0682769;-96,0068136;"swd"
"13976";1042195816;"15-019-21387";37,1651549;-96,1259142;"swd"
"14850";1043971842;"15-019-21428";37,0054627;-96,1913689;"swd"
"14427";1043128383;"15-019-21496";37,1444505;-95,9974753;"swd"
"16828";1045080024;"15-019-21600";37,0821434;-96,1999054;"swd"
"6793";1025769022;"15-019-21611";37,1010504;-96,0912236;"swd"
"6794";1025769046;"15-019-21625";37,1000551;-96,017986;"swd"
"15424";1044139206;"15-019-21626";37,1541696;-96,0251554;"swd"
"6796";1025769196;"15-019-21701";37,1447447;-96,2624364;"swd"
"1823";1002895697;"15-019-21705";37,282708;-96,1147606;"swd"
"6797";1025769208;"15-019-21707";37,1415403;-96,0086619;"swd"
"6798";1025769248;"15-019-21729";37,1102977;-95,9648955;"swd"
"6799";1025769394;"15-019-21807";37,0484037;-96,1693954;"swd"
"6634";1024491597;"15-019-21838";37,1412829;-96,3322079;"swd"
"14426";1043128376;"15-019-21912";37,1443708;-96,0175263;"swd"
"8204";1030281506;"15-019-21918";37,2696063;-95,9926498;"swd"
"14247";1042763677;"15-019-21997";37,158512;-96,128012;"swd"
"1824";1002895761;"15-019-22000";37,1397431;-96,0053548;"swd"
"6801";1025769858;"15-019-22052";37,1253534;-96,0328838;"swd"
"6802";1025769864;"15-019-22055";37,1337924;-96,0176642;"swd"
"5370";1006343826;"15-019-22072";37,1483933;-96,0423463;"swd"
"14276";1042903266;"15-019-22110";37,1340867;-96,0285831;"swd"
"14539";1043453279;"15-019-22210";37,087209;-95,9764196;"swd"
